DOI,Document title,Abstract
10.1145/3592102,A Temporal Coherent Topology Optimization Approach for Assembly Planning of Bespoke Frame Structures,"We present a computational framework for planning the assembly sequence of bespoke frame structures. Frame structures are one of the most commonly used structural systems in modern architecture, providing resistance to gravitational and external loads. Building frame structures requires traversing through several partially built states. If the assembly sequence is planned poorly, these partial assemblies can exhibit substantial deformation due to self-weight, slowing down or jeopardizing the assembly process. Finding a good assembly sequence that minimizes intermediate deformations is an interesting yet challenging combinatorial problem that is usually solved by heuristic search algorithms. In this paper, we propose a new optimization-based approach that models sequence planning using a series of topology optimization problems. Our key insight is that enforcing temporal coherent constraints in the topology optimization can lead to sub-structures with small deformations while staying consistent with each other to form an assembly sequence. We benchmark our algorithm on a large data set and show improvements in both performance and computational time over greedy search algorithms. In addition, we demonstrate that our algorithm can be extended to handle assembly with static or dynamic supports. We further validate our approach by generating a series of results in multiple scales, including a real-world prototype with a mixed reality assistant using our computed sequence and a simulated example demonstrating a multi-robot assembly application."
10.1145/3512290.3528728,A multi-objective evolutionary algorithm with new reproduction and decomposition mechanisms for the multi-point dynamic aggregation problem,"An emerging optimisation problem from real-world applications, named the multi-point dynamic aggregation (MPDA) problem, has become an active research of the multi-robot system. This paper focuses on a multi-objective MPDA (MO-MPDA) problem which is to design execution plans of robots for minimising the cost of used robots and maximising the efficiency of task execution. The MOMPDA problem has the issues of conflicting objectives, redundant representation, and variable-length encoding, posing extra challenges to address the MO-MPDA problem effectively. Combining the ∊-constraint method and decomposition mechanisms, a novel multi-objective evolutionary algorithm is proposed. The proposed algorithm selects the efficiency objective as the main objective and converts the cost objective as constraints. Thus, the multi-objective problem is decomposed into a series of scalar constrained optimisation subproblems by assigning each subproblem with an upper bound constraint. All the subproblems are optimised and evolved simultaneously with the transferring knowledge from other sub-problems to solve the MO-MPDA problem parallelly and efficiently. Besides, considering the characteristics of parent individuals, this paper designs a hybrid reproduction mechanism to transmit effective information to offspring individuals for tackling the encoding redundancy and varying-length. Experimental results show that the proposed algorithm significantly outperforms the state-of-the-art algorithms in terms of most-used metrics."
10.1145/3598151.3598174,A Collision-free Path Planning Algorithm for Industrial Robots with Adaptive Search Mechanism,"In path planning for industrial robots, collision avoidance is a critical constraint. This paper studies the problem of collision-free motion planning for a spraying robot, i.e., obtaining a series of joint configurations along a given spraying waypoint that satisfies the collision constraints and satisfy the kinematics of the robot. Aiming at this problem, a collision-free motion optimization algorithm based on the adaptive search is proposed in this paper. First, a boundary volume hierarchy (BVH) of the robot and environment is quickly generated based on the GPU parallel architecture. Second, the redundancy of spray incidence angles is used to search for feasible spray incidence angle directions in the redundant space and update the robot's BVHs for collision detection. In addition, during the optimization iterations, the size of the search space is adaptively reduced according to the number of collision failures in the previous iterations to avoid falling into a local optimum. Finally, the effectiveness of the proposed algorithm is verified by simulation on a six-degrees-of-freedom robot performing a spraying task."
10.1145/3459104.3459125,Development of a Hybrid Control Algorithm Based on Neural Networks for Mobile Autonomous Robot Navigation,"A control algorithm based on adaptive neural networks is developed to control the navigation of a mobile autonomous ground-based explorer robot. A simulation was performed in the Matlab program to verify the operation of the algorithm, where the set of proximity sensors used by the robot for the detection and evasion of obstacles was simulated.The algorithm was developed using three neural network architectures: Adaline-type linear adaptive network, Perceptron neural network, and Feedforward neural network. The mathematical study of each of the adaptive neural network architectures proposed for the recognition of training patterns, corresponding to wall following patterns was carried out; their comparison was made and based on the results of the simulation, the one that showed the best output responses was selected to form part of the algorithm.This algorithm is in charged of the main tasks of obstacle avoidance and the target searching, generating as control outputs: the angle of rotation of the robot concerning its current position and its forward speed, to solve the problem of high difficulty concave obstacles encountered in the robot's path to the target. This is a hybrid algorithm, made up of a local path planning algorithm, in charge of obstacle wall fallowing and a global path planning algorithm, in charge of finding the final objective.This work focused on solving the problem of evasion of high difficulty concave obstacles, formed by curves in the form of a loop, also called dead-end traps, in which a situation of local minimum is presented. In this work different types of obstacles were simulated, being able to create almost any shape; the algorithm was tested with obstacles created from arrays of bars or lines forming simple corners, with obstacles such as U-shaped, snail-shaped, labyrinth-shaped, among other complicated shapes.The developed algorithm autonomously generates an obstacle-free navigation path, with a speed control of the robot, during the entire movement until reaching the final target.Besides, the simulation shows that the designed algorithm works adequately to solve the problem of concave obstacles, and compared with results of other mobile robot navigation techniques such as potential fields, diffuse controller-based techniques, and techniques based on rule learning (pure neural network); that in general, they present great limitations to solve the type of problem posed, difficult concave-type obstacles, remaining stuck in local minima or entering into infinite cycles with no exit, without reaching the final target; therefore, the robustness of the developed algorithm is shown."
10.1145/3448734.3450894,Kinematics Analysis of Anti-Terrorism Robot with Rigid-Flexible Parallel Closed Loop Linkage Mechanism,"The flexible linkage and parallel mechanism is gradually introduced to the structural design of various types of the robots. For anti-terrorism robot, this article put forward a kind of rigid-flexible hybrid parallel close looped linkage mechanism. Firstly, the plane rigid-flexible hybrid close looped system model is established. On this basis, dynamic model is established by using Lagrange and assumed mode methods. Finally, the model which has been developed was simulated, and it was compared and analyzed with the rigid system. The results show that the rules of the energy variation of the new model are similar to general rigid system. Therefore it can be applied to the same applicable situation. Under external force, the change curve of kinetic energy of rigid-flexible system is gentler. It has a more significant characteristic of smoothening impact and is more applicative where there is more impact as a result."
10.1145/3594806.3596534,Voice-Based Conversational Agents and Knowledge Graphs for Improving News Search in Assisted Living,"As the healthcare sector faces major challenges, such as aging populations, staff shortages, and common chronic diseases, delivering high-quality care to individuals has become very difficult. Conversational agents have shown to be a promising technology to alleviate some of these issues. In the form of digital health assistants, they have the potential to improve the everyday life of the elderly and chronically ill people. This includes, for example, medication reminders, routine checks, or social chit-chat. In addition, conversational agents can satisfy the fundamental need of having access to information about daily news or local events, which enables individuals to stay informed and connected with the world around them. However, finding relevant news sources and navigating the plethora of online news articles can be overwhelming, particularly for those with limited technological literacy or health-related impairments. To address this challenge, we propose an innovative solution that combines knowledge graphs and conversational agents for news search in assisted living. By leveraging graph databases to semantically structure news data and implementing an intuitive voice-based interface, our system can help care-dependent people easily discover relevant news articles and give personalized recommendations. We explain our design choices, provide a system architecture, share insights of an initial user test, and give an outlook on planned future work."
10.1145/3638530.3664116,Improving Efficiency of Evolving Robot Designs via Self-Adaptive Learning Cycles and an Asynchronous Architecture,"Algorithmic frameworks for the joint optimisation of a robot's design and controller often utilise a learning loop nested within an evolutionary algorithm to refine the controller associated with a newly generated robot design. Intuitively, it is reasonable to assume that the length of the learning period required is directly related to the complexity of the new design. Therefore, we propose a novel self-adaptive criterion that modifies the learning budget for each individual robot based on setting a target for the progress to be achieved during learning. This stopping criterion can lead to wide variance in learning times per robot evaluated. Research in other domains where variable evaluation time is also observed has suggested that asynchronous architectures are preferable in this situation, leading to improved objective performance and efficiency. We conduct a systematic comparison of synchronous and asynchronous architectures using the new learning stopping criterion in a joint optimisation task, showing that a judicious choice of target learning progress used in conjunction with an asynchronous framework provides considerably better results in terms of fitness and computational efficiency than a synchronous framework --- in the latter, the choice of target learning progress has no significant influence."
10.1145/3477314.3507270,Rating consistency is consistently underrated: an exploratory analysis of movie-tag rating inconsistency,"Content-based and hybrid recommender systems rely on item-tag ratings to make recommendations. An example of an item-tag rating is the degree to which the tag ""comedy"" applies to the movie ""Back to the Future (1985)"". Ratings are often generated by human annotators who can be inconsistent with one another. However, many recommender systems take item-tag ratings at face value, assuming them all to be equally valid. In this paper, we investigate the inconsistency of item-tag ratings together with contextual factors that could affect consistency in the movie domain. We conducted semi-structured interviews to identify potential reasons for rating inconsistency. Next, we used these reasons to design a survey, which we ran on Amazon Mechanical Turk. We collected 6,070 ratings from 665 annotators across 142 movies and 80 tags. Our analysis shows that ~45\% of ratings are inconsistent with the mode rating for a given movie-tag pair. We found that the single most important factor for rating inconsistency is the annotator's perceived ease of rating, suggesting that annotators are at least tacitly aware of the quality of their own ratings. We also found that subjective tags (e.g. ""funny"", ""boring"") are more inconsistent than objective tags (e.g. ""robots"", ""aliens""), and are associated with lower tag familiarity and lower perceived ease of rating."
10.1145/3503795,Enabling Morally Sensitive Robotic Clarification Requests,"The design of current natural language-oriented robot architectures enables certain architectural components to circumvent moral reasoning capabilities. One example of this is reflexive generation of clarification requests as soon as referential ambiguity is detected in a human utterance. As shown in previous research, this can lead robots to (1) miscommunicate their moral dispositions and (2) weaken human perception or application of moral norms within their current context. We present a solution to these problems by performing moral reasoning on each potential disambiguation of an ambiguous human utterance and responding accordingly, rather than immediately and naively requesting clarification. We implement our solution in the Distributed Integrated Cognition Affect and Reflection robot architecture, which, to our knowledge, is the only current robot architecture with both moral reasoning and clarification request generation capabilities. We then evaluate our method with a human subjects experiment, the results of which indicate that our approach successfully ameliorates the two identified concerns."
10.5555/3546258.3546359,LocalGAN: modeling local distributions for adversarial response generation,"This paper presents a new methodology for modeling the local semantic distribution of responses to a given query in the human-conversation corpus, and on this basis, explores a specified adversarial learning mechanism for training Neural Response Generation (NRG) models to build conversational agents. Our investigation begins with the thorough discussions upon the objective function of general Generative Adversarial Nets (GAN) architectures, and the training instability problem is proved to be highly relative with the special local distributions of conversational corpora. Consequently, an energy function is employed to estimate the status of a local area restricted by the query and its responses in the semantic space, and the mathematical approximation of this energy-based distribution is finally found. Building on this foundation, a local distribution oriented objective is proposed and combined with the original objective, working as a hybrid loss for the adversarial training of response generation models, named as LocalGAN. Our experimental results demonstrate that the reasonable local distribution modeling of the query-response corpus is of great importance to adversarial NRG, and our proposed LocalGAN is promising for improving both the training stability and the quality of generated results."
10.1145/3586996,CNN-based Robust Sound Source Localization with SRP-PHAT for the Extreme Edge,"Robust sound source localization for environments with noise and reverberation are increasingly exploiting deep neural networks fed with various acoustic features. Yet, state-of-the-art research mainly focuses on optimizing algorithmic accuracy, resulting in huge models preventing edge-device deployment. The edge, however, urges for real-time low-footprint acoustic reasoning for applications such as hearing aids and robot interactions. Hence, we set off from a robust CNN-based model using SRP-PHAT features, Cross3D&nbsp;[16], to pursue an efficient yet compact model architecture for the extreme edge. For both the SRP feature representation and neural network, we propose respectively our scalable LC-SRP-Edge and Cross3D-Edge algorithms which are optimized towards lower hardware overhead. LC-SRP-Edge halves the complexity and on-chip memory overhead for the sinc interpolation compared to the original LC-SRP&nbsp;[19]. Over multiple SRP resolution cases, Cross3D-Edge saves 10.32\%~73.71\% computational complexity and 59.77\%~94.66\% neural network weights against the Cross3D baseline. In terms of the accuracy-efficiency tradeoff, the most balanced version (EM) requires only 127.1 MFLOPS computation, 3.71 MByte/s bandwidth, and 0.821 MByte on-chip memory in total, while still retaining competitiveness in state-of-the-art accuracy comparisons. It achieves 8.59&nbsp;ms/frame end-to-end latency on a Rasberry Pi 4B, which is 7.26\texttimes{} faster than the corresponding baseline."
10.1145/3610661.3617514,Design of Generative Multimodal AI Agents to Enable Persons with Learning Disability,"The recent advances in Multimodal AI \&amp; Generative AI open doors to the possibilities of solving key challenges for Persons with Learning Disability. To assist individuals facing difficulty in visual or auditory perception, this paper designs \&amp; develops a multimodal AI agent using recent advances in the field. We aim to solve the challenge of enabling persons with Visual or Auditory Processing Disorders to learn \&amp; communicate. We do this by exploring a design that allows the transformation of information across visual and language modalities. This design can be realized with the recent advances in Generative Multimodal AI. Based on each individual's needs, the AI agent dynamically adapts the Human Computer interaction model. For instance, for a child with Visual Processing Disorder (VPD), given the child's hindered ability to make sense of information taken in through the eyes, the Multimodal AI agent transforms any visual information into auditory user interaction. In another instance, for a person with Central Auditory Processing Disorder (CAPD), given the hindrance in the individual's ability to analyze information taken in through the ears, the AI dynamically translates any speech modality into visual cues. Thus the AI agent adapts dynamically to the strengths and abilities of the individual. To enable students with VPD to learn, the design allows the student to ask questions about an image. This design is realized as a Visual Question Answering task in Vision Language Transformer models. We explore interactive multimodal conversations with Few shot Learning and In-Context Instruction Tuning of Multimodal Large Language Models to address difficulty in visual reasoning. To enable persons with CAPD to learn, the design translates audio lectures into visual cues. This visual cue consists of a combination of words using speech recognition and Large Language Models based re-phrasing to simpler words, cross-modal retrieval of images to address auditory memory challenges, and AI-generated images. To identify the strengths of each child, we also explore Multimodal embedding based Multimodal latent space arithmetic to link AI across senses. To effectively integrate the proposed design into the mainstream, we explore a universal design based inclusive approach to extend the use case to create AI assistants for assisting children with different learning styles such as visual learners or auditory learners. To enable future research on the proposed design, we explore an architecture to compose a pipeline of AI models, and to connect with external systems via plugin connectors. We implement lab scale prototypes of this design and present a demo on the project webpage at https://sites.google.com/view/multimodallearningdisability."
10.5555/3522802.3522882,Systemic characteristics to support hybrid simulation modeling,"Hybrid simulation (HS) is a modeling approach based on combining System Dynamics, Discrete Event Simulation, and/or Agent Based Simulation into a single model. There have been many benefits identified for utilization HS for planning and decision-making across many sectors. However, the lead time and skills requirements for developing HS models is usually greater than single methodology models. This position paper proposes that in order to improve and speed up the development of HS models, the decision to hybridize should be taken at the earliest possible point, i.e. when investigating the system and defining the problem. To this end, five system based characteristics have been proposed as decision points that help modelers to make such decisions. The paper concludes by suggesting a number of research avenues to follow for further improvements, whilst highlighting further challenges related to the availability of skills and tools for developing HS models."
10.1145/3638529.3654013,Towards Multi-Morphology Controllers with Diversity and Knowledge Distillation,"Finding controllers that perform well across multiple morphologies is an important milestone for large-scale robotics, in line with recent advances via foundation models in other areas of machine learning. However, the challenges of learning a single controller to control multiple morphologies make the 'one robot one task' paradigm dominant in the field. To alleviate these challenges, we present a pipeline that: (1) leverages Quality Diversity algorithms like MAP-Elites to create a dataset of many single-task/single-morphology teacher controllers, then (2) distills those diverse controllers into a single multi-morphology controller that performs well across many different body plans by mimicking the sensory-action patterns of the teacher controllers via supervised learning. The distilled controller scales well with the number of teachers/morphologies and shows emergent properties. It generalizes to unseen morphologies in a zero-shot manner, providing robustness to morphological perturbations and instant damage recovery. Lastly, the distilled controller is also independent of the teacher controllers - we can distill the teacher's knowledge into any controller model, making our approach synergistic with architectural improvements and existing training algorithms for teacher controllers."
10.5555/3716662.3716760,A Model- and Data-Agnostic Debiasing System for Achieving Equalized Odds,"As reliance on Machine Learning (ML) systems in real-world decision-making processes grows, ensuring these systems are free of bias against sensitive demographic groups is of increasing importance. Existing techniques for automatically debiasing ML models generally require access to either the models' internal architectures, the models' training datasets, or both. In this paper we outline the reasons why such requirements are disadvantageous, and present an alternative novel debiasing system that is both data- and model-agnostic. We implement this system as a Reinforcement Learning Agent and through extensive experiments show that we can debias a variety of target ML model architectures over three benchmark datasets. Our results show performance comparable to data- and/or model-gnostic state-of-the-art debiasers."
10.1145/3469410.3469419,Plant(e)tecture: Towards a Multispecies Media Architecture Framework for amplifying Plant Agencies,"More-than-human media architecture is gaining increased attention as a response to the planet's environmental emergency and in turn allowing us to envision a more desirable future compared to tech-utopian smart cities. New types of digital technologies have emerged into the human mindscape, and with that a new potential for bridging human understanding and multispecies geographies. Emphasising the agency of plants, this paper attempts to answer the following research questions: how can twenty-first-century media technologies, such as media architecture, be used to better incorporate plant/flora perspectives? This paper begins by providing a review of multispecies ontology, exploration of plant agency and how media architecture can visualise and amplify plant agency based on Whitehead's Process Philosophy, Mark Hansen's Feed-Forward concept and Feenberg's technical agency framework. Hortum Machina B, terra0, and Elowan are explored as three examples of Plant(e)tecture where the multispecies actors “plants'' are coupled with technologies and analysed for agency and autonomy. Synthesising the three case studies, the paper discusses the role of media architecture in (i) enabling plant agency; (ii) engaging multispecies actors in autonomous decision-making, and; (iii) the creation of technology to amplify the agency of plants in a design process that transcends human sensibilities. The paper closes on the prospect of the multispecies-techno agency framework to enable human designers, makers, decision-makers and thinkers to move beyond human-centric determinism prevalent in media architecture. The framework offers new ways of thinking of the purpose of technical agency in multispecies assemblages."
10.1145/3550356.3559090,A tool for the automation of efficient multi-robot choreography planning and execution,"In the automotive industry, the design, modeling, and planning of multi-robot cells are manual error-prone, and time-expensive tasks. A recent work investigated, using reactive synthesis, approaches to automate robot task planning, and execution. In this paper, we present a tool that realizes a model-at-runtime approach. The tool is integrated with a robot simulation tool, to automate efficient multi-robot choreography planning, and execution. We illustrate the tool using a multi-robot spot welding cell, inspired from an industrial case. Given a virtual model of the production cell, and user constraints definition, the tool can derive a specification for the reactive synthesis. The tool integrates the synthesized controller with the production cell execution, and in real time, optimizes the strategies by considering the uncertainties. The system can select among several correct, and safe actions, the optimal action using AI-based planning techniques, such as the Monte Carlo Tree Search (MCTS) algorithm. We showcase our tool, illustrate its implementation architecture, including how it can support robot experts for automated planning and execution of production cells."
10.1145/3512943,Human-AI Collaboration for UX Evaluation: Effects of Explanation and Synchronization,"Analyzing usability test videos is arduous. Although recent research showed the promise of AI in assisting with such tasks, it remains largely unknown how AI should be designed to facilitate effective collaboration between user experience (UX) evaluators and AI. Inspired by the concepts of agency and work context in human and AI collaboration literature, we studied two corresponding design factors for AI-assisted UX evaluation: explanations and synchronization. Explanations allow AI to further inform humans how it identifies UX problems from a usability test session; synchronization refers to the two ways humans and AI collaborate: synchronously and asynchronously. We iteratively designed a tool-AI Assistant-with four versions of UIs corresponding to the two levels of explanations (with/without) and synchronization (sync/async). By adopting a hybrid wizard-of-oz approach to simulating an AI with reasonable performance, we conducted a mixed-method study with 24 UX evaluators identifying UX problems from usability test videos using AI Assistant. Our quantitative and qualitative results show that AI with explanations, regardless of being presented synchronously or asynchronously, provided better support for UX evaluators' analysis and was perceived more positively; when without explanations, synchronous AI better improved UX evaluators' performance and engagement compared to the asynchronous AI. Lastly, we present the design implications for AI-assisted UX evaluation and facilitating more effective human-AI collaboration."
10.1145/3503161.3548281,Target-Driven Structured Transformer Planner for Vision-Language Navigation,"Vision-language navigation is the task of directing an embodied agent to navigate in 3D scenes with natural language instructions. For the agent, inferring the long-term navigation target from visual-linguistic clues is crucial for reliable path planning, which, however, has rarely been studied before in literature. In this article, we propose a Target-Driven Structured Transformer Planner (TD-STP) for long-horizon goal-guided and room layout-aware navigation. Specifically, we devise an Imaginary Scene Tokenization mechanism for explicit estimation of the long-term target (even located in unexplored environments). In addition, we design a Structured Transformer Planner which elegantly incorporates the explored room layout into a neural attention architecture for structured and global planning. Experimental results demonstrate that our TD-STP substantially improves previous best methods' success rate by 2\% and 5\% on the test set of R2R and REVERIE benchmarks, respectively. Our code is available at https://github.com/YushengZhao/TD-STP."
10.1145/3648536.3648545,A Multi-Robot Architecture Framework for Effective Robot Teammates in Mixed-Initiative Teams,"Effective robotic teammates should be able to interact with humans in natural language about all task aspects, keep track of task and team states to coordinate their actions, and handle unexpected events autonomously. In this paper, we introduce a multi-robot architectural framework for effective robot teammates that allows robots to learn new tasks on the fly and monitor task execution to be able to detect unexpected faults and events. It enables robots to generate recovery plans, assess their effectiveness, and engage with human teammates in problem solving dialogues. We demonstrate the capabilities and operation of the framework in a complex mixed-initiative human-robot medical assembly and delivery task."
10.1145/3503161.3547886,Dilated Context Integrated Network with Cross-Modal Consensus for Temporal Emotion Localization in Videos,"Understanding human emotions is a crucial ability for intelligent robots to provide better human-robot interactions. The existing works are limited to trimmed video-level emotion classification, failing to locate the temporal window corresponding to the emotion. In this paper, we introduce a new task, named Temporal Emotion Localization in videos (TEL), which aims to detect human emotions and localize their corresponding temporal boundaries in untrimmed videos with aligned subtitles. TEL presents three unique challenges compared to temporal action localization: 1) The emotions have extremely varied temporal dynamics; 2) The emotion cues are embedded in both appearances and complex plots; 3) The fine-grained temporal annotations are complicated and labor-intensive. To address the first two challenges, we propose a novel dilated context integrated network with a coarse-fine two-stream architecture. The coarse stream captures varied temporal dynamics by modeling multi-granularity temporal contexts. The fine stream achieves complex plots understanding by reasoning the dependency between the multi-granularity temporal contexts from the coarse stream and adaptively integrates them into fine-grained video segment features. To address the third challenge, we introduce a cross-modal consensus learning paradigm, which leverages the inherent semantic consensus between the aligned video and subtitle to achieve weakly-supervised learning. We contribute a new testing set with 3,000 manually-annotated temporal boundaries so that future research on the TEL problem can be quantitatively evaluated. Extensive experiments show the effectiveness of our approach on temporal emotion localization. The repository of this work is at https://github.com/YYJMJC/TemporalEmotion-Localization-in-Videos."
10.1145/3587259.3627561,Knowledge-enhanced Agents for Interactive Text Games,"Communication via natural language is a key aspect of machine intelligence, and it requires computational models to learn and reason about world concepts, with varying levels of supervision. Significant progress has been made on fully-supervised non-interactive tasks, such as question-answering and procedural text understanding. Yet, various sequential interactive tasks, as in text-based games, have revealed limitations of existing approaches in terms of coherence, contextual awareness, and their ability to learn effectively from the environment. In this paper, we propose a knowledge-injection framework for improved functional grounding of agents in text-based games. Specifically, we consider two forms of domain knowledge that we inject into learning-based agents: memory of previous correct actions and affordances of relevant objects in the environment. Our framework supports two representative model classes: reinforcement learning agents and language model agents. Furthermore, we devise multiple injection strategies for the above domain knowledge types and agent architectures, including injection via knowledge graphs and augmentation of the existing input encoding strategies. We experiment with four models on the 10 tasks in the ScienceWorld&nbsp;text-based game environment, to illustrate the impact of knowledge injection on various model configurations and challenging task settings. Our findings provide crucial insights into the interplay between task properties, model architectures, and domain knowledge for interactive contexts."
10.5555/3581644.3581718,Real Time Local Re-Routing to Limit Queuing Delay Exploiting SRv6 and Extensible In-Band Processing,"In this paper we introduce QLR, a per-router control agent that aims at reducing the occupancy of the local buffers by performing re-routing operations. The Segment Routing architecture is exploited to manage the uncoordinated selection of rerouting performed by different nodes, thus avoiding the creation of routing loops, while the Extensible In-band Processing is used to allow the network nodes to have a detailed and updated view of the wide network status. Data and control plane programmability are considered to define a prototype implementation of QLR that allows for the execution of a preliminary performance evaluation and proof-of-concept. From the conducted experiments has emerged that QLR can effectively reduce the maximum queue occupancy and end-to-end delay up to 43\% and 63\%, respectively."
10.1109/MICRO56248.2022.00065,AgilePkgC: An Agile System Idle State Architecture for Energy Proportional Datacenter Servers,"Modern user-facing applications deployed in data-centers use a distributed system architecture that exacerbates the latency requirements of their constituent microservices (30--250μs). Existing CPU power-saving techniques degrade the performance of these applications due to the long transition latency (order of 100μs) to wake up from a deep CPU idle state (C-state). For this reason, server vendors recommend only enabling shallow core C-states (e.g., CC1) for idle CPU cores, thus preventing the system from entering deep package C-states (e.g., PC6) when all CPU cores are idle. This choice, however, impairs server energy proportionality since power-hungry resources (e.g., IOs, uncore, DRAM) remain active even when there is no active core to use them. As we show, it is common for all cores to be idle due to the low average utilization (e.g., 5 -- 20\%) of datacenter servers running user-facing applications.We propose to reap this opportunity with AgilePkgC (APC), a new package C-state architecture that improves the energy proportionality of server processors running latency-critical applications. APC implements PC1A (package C1 agile), a new deep package C-state that a system can enter once all cores are in a shallow C-state (i.e., CC1) and has a nanosecond-scale transition latency. PC1A is based on four key techniques. First, a hardware-based agile power management unit (APMU) rapidly detects when all cores enter a shallow core C-state (CC1) and triggers the system-level power savings control flow. Second, an IO Standby Mode (IOSM) places IO interfaces (e.g., PCIe, DMI, UPI, DRAM) in shallow (nanosecond-scale transition latency) low-power modes. Third, a CLM Retention (CLMR) mode rapidly reduces the CLM (Cache-and-home-agent, Last-level-cache, and Mesh network-on-chip) domain's voltage to its retention level, drastically reducing its power consumption. Fourth, APC keeps all system PLLs active in PC1A to allow nanosecond-scale exit latency by avoiding PLL re-locking overhead.Combining these techniques enables significant power savings while requiring less than 200ns transition latency, &gt;250\texttimes{} faster than existing deep package C-states (e.g., PC6), making PC1A practical for datacenter servers. Our evaluation based on an Intel Skylake-based server shows that APC reduces the energy consumption of Memcached by up to 41\% (25\% on average) with &lt;0.1\% performance degradation. APC provides similar benefits for other representative workloads."
10.1145/3526071.3527515,Towards flexible runtime monitoring support for ROS-based applications,"Robotic systems are becoming common in different domains and for various purposes, such as unmanned aerial vehicles performing search and rescue operations, or robots operating in manufacturing plants. Such systems are characterized by close interactions, or even collaborations, between hardware and machinery on the one hand, and humans on the other. Furthermore, as Cyber-Physical Systems (CPS) in general and robotic applications in particular typically operate in an emergent environment, unanticipated events may occur during their operation, making the need for runtime monitoring support a crucial yet often time-consuming task. Runtime monitoring typically requires establishing support for collecting data, aggregating and transporting the data to a monitoring framework for persistence and further processing, and finally, performing checks of functional and non-functional properties. In this paper, we present our initial efforts towards a flexible monitoring framework for ROS-based systems. We report on challenges for establishing runtime monitoring support and present our preliminary architecture that aims to significantly reduce the setup and maintenance effort when creating monitors and establishing constraint checks."
10.1145/3532105.3535018,BlueSky: Combining Task Planning and Activity-Centric Access Control for Assistive Humanoid Robots,"In the not too distant future, assistive humanoid robots will provide versatile assistance for coping with everyday life. In their interactions with humans, not only safety, but also security and privacy issues need to be considered. In this Blue Sky paper, we therefore argue that it is time to bring task planning and execution as a well-established field of robotics with access and usage control in the field of security and privacy closer together. In particular, the recently proposed activity-based view on access and usage control provides a promising approach to bridge the gap between these two perspectives. We argue that humanoid robots provide for specific challenges due to their task-universality and their use in both, private and public spaces. Furthermore, they are socially connected to various parties and require policy creation at runtime due to learning. We contribute first attempts on the architecture and enforcement layer as well as on joint modeling, and discuss challenges and a research roadmap also for the policy and objectives layer. We conclude that the underlying combination of decentralized systems' and smart environments' research aspects provides for a rich source of challenges that need to be addressed on the road to deployment."
10.1145/3689218.3689233,The Application of the LSTM Neural Networks on the Hydrology Forecast,"In this research, we utilize the Long Short-Term Memory (LSTM) neural networks to forecast water flows at various reservoir sites. Utilizing historical meteorological data, we forecast the flow volumes for the following 30 hours based on the data from the first 15 hours. Our approach involves data preprocessing, feature engineering, model training and performance evaluation. Results indicate promising accuracy in flow prediction across multiple sites. Accurate streamflow forecasting is essential for effective water resource management and flood resilience planning. Traditional numerical models often face limitations in computational efficiency and inability to fully capture the complex, nonlinear dynamics of hydrological systems. With the recent advancements in deep learning, particularly Long Short-Term Memory (LSTM) networks, there is an opportunity to enhance streamflow predictions. This paper explores the application of LSTM networks for hourly streamflow forecasting at multiple catchments in the United States. Leveraging extensive, near-real-time hydrological and meteorological data from agencies such as the U.S. Geological Survey (USGS), the study develops an LSTM-based model to predict water flow. The model integrates historical data on temperature, precipitation, and flow measurements, and is trained to forecast streamflow at hourly intervals. Results demonstrate that the LSTM model effectively captures temporal dependencies, outperforming traditional methods. This study highlights the potential of LSTM networks to provide accurate and computationally efficient streamflow predictions, contributing to improved water management and flood forecasting capabilities. Future research directions include the incorporation of additional features and the exploration of advanced neural network architectures to further enhance prediction performance."
10.5555/3535850.3535982,Using Deep Learning to Bootstrap Abstractions for Hierarchical Robot Planning,"This paper addresses the problem of learning abstractions that boost robot planning performance while providing strong guarantees of reliability. Although state-of-the-art hierarchical robot planning algorithms allow robots to efficiently compute long-horizon motion plans for achieving user desired tasks, these methods typically rely upon environment-dependent state and action abstractions that need to be hand-designed by experts.We present a new approach for bootstrapping the entire hierarchical planning process. This allows us to compute abstract states and actions for new environments automatically using the critical regions predicted by a deep neural network with an auto-generated robot-specific architecture. We show that the learned abstractions can be used with a novel multi-source bi-directional hierarchical robot planning algorithm that is sound and probabilistically complete. An extensive empirical evaluation on twenty different settings using holonomic and non-holonomic robots shows that (a) our learned abstractions provide the information necessary for efficient multi-source hierarchical planning; and that (b) this approach of learning, abstractions, and planning outperforms state-of-the-art baselines by nearly a factor of ten in terms of planning time on test environments not seen during training."
10.1145/3551902.3551962,Service Mesh Patterns,"As the benefits and applicability of microservice architectures become better understood by the software industry, and this architecture becomes increasingly more adopted for building stable, independent and scalable cloud applications, a new set of concerns have alerted developers regarding communication between the different microservices. A service mesh tries to address this issue by creating a clear separation of concerns between application logic and the infrastructure needed for the communication between the different services. This is accomplished by abstracting the cross-cutting concerns related with communication out of the internal services making it possible to be reused by the different services. Existing literature describes a service mesh pattern and a sidecar pattern. This paper leans on these patterns and proposes six patterns found by observing the, what is commonly called, good practices. The six patterns are service mesh, shared communication library, node agent, sidecar, service mesh team and control plane per cluster."
