DOI,Source title,Abstract,REASON
10.3390/ai6050101,AI (Switzerland),"In today’s high-stakes arenas—from healthcare to defense—algorithms are advancing at an unprecedented pace, yet they still lack a crucial element of human decision-making: an instinctive caution that helps prevent harm. Inspired by both the protective reflexes seen in military robotics and the human amygdala’s role in threat detection, we introduce a novel idea: an integrated module that acts as an internal “caution system”. This module does not experience emotion in the human sense; rather, it serves as an embedded safeguard that continuously assesses uncertainty and triggers protective measures whenever potential dangers arise. Our proposed framework combines several established techniques. It uses Bayesian methods to continuously estimate the likelihood of adverse outcomes, applies reinforcement learning strategies with penalties for choices that might lead to harmful results, and incorporates layers of human oversight to review decisions when needed. The result is a system that mirrors the prudence and measured judgment of experienced clinicians—hesitating and recalibrating its actions when the data are ambiguous, much like a doctor would rely on both intuition and expertise to prevent errors. We call on computer scientists, healthcare professionals, and policymakers to collaborate in refining and testing this approach. Through joint research, pilot projects, and robust regulatory guidelines, we aim to ensure that advanced computational systems can combine speed and precision with an inherent predisposition toward protecting human life. Ultimately, by embedding this cautionary module, the framework is expected to significantly reduce AI-induced risks and enhance patient safety and trust in medical AI systems. It seems inevitable for future superintelligent AI systems in medicine to possess emotion-like processes. © 2025 Elsevier B.V., All rights reserved.",
10.3390/app11041803,Applied Sciences (Switzerland),"Pervasive service composition is useful in many scenarios, for instance, in urban planning or controlled harvest. Currently, there is no standard to develop solutions using pervasive service composition. However, big companies propose their frameworks to develop complex services, but their frameworks are appropriate in specific applications, such as home automation and agricul-ture. On the other hand, there are different very well-grounded academic proposals for pervasive service composition. However, these do not solve the problems of traditional approaches that are appropriate to specific areas of application, and adaptation is needed to deal with the dynamism of the environment. This article presents a cognitive approach for pervasive service composition where InfoCom devices and the implementation of cognitive functions interact to create pervasive composite services. Our central hypothesis is that cognitive theory can help solve actual problems requiring pervasive service composition, as it addresses the above-mentioned problems. To test our approach, in this article we present a case of urban insecurity. Specifically, in different countries, street robbery using firearms is one of the problems with a high impact because of its frequency. This article proposes to compose a pervasive service for deterring criminals from committing their crimes. The results obtained by simulating our proposal in our case study are promising. However, more research needs to be achieved before applying the proposed approach to actual problems. The research needed ought to address various problems, some of which are discussed in this article. © 2021 Elsevier B.V., All rights reserved.",
10.3390/app11052057,Applied Sciences (Switzerland),"The use and coordination of multiple modes of travel efficiently, although beneficial, remains an overarching challenge for urban cities. This paper implements a distributed architecture of an eco-friendly transport guidance system by employing the agent-based paradigm. The paradigm uses software agents to model and represent the complex transport infrastructure of urban environments, including roads, buses, trolleybuses, metros, trams, bicycles, and walking. The system exploits live traffic data (e.g., traffic flow, density, and CO<inf>2</inf> emissions) collected from multiple data sources (e.g., road sensors and SCOOT) to provide multimodal route recommendations for travelers through a dedicated application. Moreover, the proposed system empowers the transport management authorities to monitor the traffic flow and conditions of a city in real-time through a dedicated web visualization. We exhibit the advantages of using different types of agents to represent the versatile nature of transport networks and realize the concept of smart transportation. Commuters are supplied with multimodal routes that endeavor to reduce travel times and transport carbon footprint. A technical simulation was executed using various parameters to demonstrate the scalability of our multimodal traffic management architecture. Subsequently, two real user trials were carried out in Nottingham (United Kingdom) and Sofia (Bulgaria) to show the practicality and ease of use of our multimodal travel information system in providing eco-friendly route guidance. Our validation results demonstrate the effectiveness of personalized multimodal route guidance in inducing a positive travel behavior change and the ability of the agent-based route planning system to scale to satisfy the requirements of traffic infrastructure in diverse urban environments. © 2023 Elsevier B.V., All rights reserved.",
10.3390/app11156864,Applied Sciences (Switzerland),"This paper addresses the path planning and control of multiple colonies/clusters that have unmanned aerial vehicles (UAV) which make a network in a hazardous environment. To solve the aforementioned issue, we design a new and novel hybrid algorithm. As seen in the mission requirement, to combine the Maximum-Minimum ant colony optimization (ACO) with Vicsek based multi-agent system (MAS) to make an Artificially Intelligent (AI) scheme. In order to control and manage the different colonies, UAVs make a form of a network. The designed method overcomes the deficiencies of existing algorithms related to controlling and synchronizing the information globally. Furthermore, our designed architecture bounds, lemmatizes the pheromone, and finds the best ants which then make the most optimized path. The key contribution of this study is to merge two unique algorithms into a hybrid algorithm that has superior performance than both algorithms operating separately. Another contribution of the designed method is the ability to increase the number of individual agents inside the colony or the number of colonies with a good convergence rate. Lastly, we also compared the simulation results with the non-dominated sorting genetic algorithm II (NSGA-II) in order to prove the designed algorithm has a better convergence rate. © 2021 Elsevier B.V., All rights reserved.",
10.3390/app11199160,Applied Sciences (Switzerland),"Nowadays, museums are developing chatbots to assist their visitors and to provide an enhanced visiting experience. Most of these chatbots do not provide a human‐like conversation and fail to deliver the complete requested knowledge by the visitors. There are plenty of stand‐alone museum chatbots, developed using a chatbot platform, that provide predefined dialog routes. However, as chatbot platforms are evolving and AI technologies mature, new architectural approaches arise. Museums are already designing chatbots that are trained using machine learning techniques or chatbots connected to knowledge graphs, delivering more intelligent chatbots. This paper is surveying a representative set of developed museum chatbots and platforms for implementing them. More importantly, this paper presents the result of a systematic evaluation approach for evaluating both chatbots and platforms. Furthermore, the paper is introducing a novel approach in developing intelligent chatbots for museums. This approach emphasizes graph‐based, distributed, and collaborative multi‐chatbot conversational AI systems for museums. The paper accentuates the use of knowledge graphs as the key technology for potentially providing unlimited knowledge to chatbot users, satisfying conversational AI’s need for rich machine‐understandable content. In addition, the proposed architecture is designed to deliver an efficient deployment solution where knowledge can be distributed (distributed knowledge graphs) and shared among different chatbots that collaborate when is needed. © 2021 Elsevier B.V., All rights reserved.",
10.3390/app112210874,Applied Sciences (Switzerland),"The links between emotions and rationality have been extensively studied and discussed. Several computational approaches have also been proposed to model these links. However, is it possible to build generic computational approaches and languages so that they can be “adapted” when a specific affective phenomenon is being modeled? Would these approaches be sufficiently and properly grounded? In this work, we want to provide the means for the development of these generic approaches and languages by making a horizontal analysis inspired by philosophical and psychological theories of the main affective phenomena that are traditionally studied. Unfortunately, not all the affective theories can be adapted to be used in computational models; therefore, it is necessary to perform an analysis of the most suitable theories. In this analysis, we identify and classify the main processes and concepts which can be used in a generic affective computational model, and we propose a theoretical framework that includes all these processes and concepts that a model of an affective agent with practical reasoning could use. Our generic theoretical framework supports incremental research whereby future proposals can improve previous ones. This framework also supports the evaluation of the coverage of current computational approaches according to the processes that are modeled and according to the integration of practical reasoning and affect-related issues. This framework is being used in the development of the GenIA3 architecture. © 2021 Elsevier B.V., All rights reserved.",
10.3390/app112210995,Applied Sciences (Switzerland),"Rapid increase in conversational AI and user chat data lead to intensive development of dialogue management systems (DMS) for various industries. Yet, for low-resource languages, such as Azerbaijani, very little research has been conducted. The main purpose of this work is to experiment with various DMS pipeline set-ups to decide on the most appropriate natural language understanding and dialogue manager settings. In our project, we designed and evaluated different DMS pipelines with respect to the conversational text data obtained from one of the leading retail banks in Azerbaijan. In the work, the main two components of DMS—Natural language Understanding (NLU) and Dialogue Manager—have been investigated. In the first step of NLU, we utilized a language identification (LI) component for language detection. We investigated both built-in LI methods such as fastText and custom machine learning (ML) models trained on the domain-based dataset. The second step of the work was a comparison of the classic ML classifiers (logistic regression, neural networks, and SVM) and Dual Intent and Entity Transformer (DIET) architecture for user intention detection. In these experiments we used different combinations of feature extractors such as CountVectorizer, Term Frequency-Inverse Document Frequency (TF-IDF) Vectorizer, and word embeddings for both word and character n-gram based tokens. To extract important information from the text messages, Named Entity Extraction (NER) component was added to the pipeline. The best NER model was chosen among conditional random fields (CRF) tagger, deep neural networks (DNN), models and build in entity extraction component inside DIET architecture. Obtained entity tags fed to the Dialogue Management module as features. All NLU set-ups were followed by the Dialogue Management module that contains a Rule-based Policy to handle FAQs and chitchats as well as a Transformer Embedding Dialogue (TED) Policy to handle more complex and unexpected dialogue inputs. As a result, we suggest a DMS pipeline for a financial assistant, which is capable of identifying intentions, named entities, and a language of text followed by policies that allow generating a proper response (based on the designed dialogues) and suggesting the best next action. © 2021 Elsevier B.V., All rights reserved.",
10.3390/app12041903,Applied Sciences (Switzerland),"Personal semantic memory is a way of inducing subjectivity in intelligent agents. Personal semantic memory has knowledge related to personal beliefs, self-knowledge, preferences, and perspectives in humans. Modeling this cognitive feature in the intelligent agent can help them in perception, learning, reasoning, and judgments. This paper presents a methodology for the development of personal semantic memory in response to external information. The main contribution of the work is to propose and implement the computational version of personal semantic memory. The proposed model has modules for perception, learning, sentiment analysis, knowledge representation, and personal semantic construction. These modules work in synergy for personal semantic knowledge formulation, learning, and storage. Personal semantics are added to the existing body of knowledge qualitatively and quantitatively. We performed multiple experiments where the agent had conversations with the humans. Results show an increase in personal semantic knowledge in the agent’s memory during conversations with an F1 score of 0.86. These personal semantics evolved qualitatively and quantitatively with time during experiments. Results demonstrated that agents with the given personal semantics architecture possessed personal semantics that can help the agent to produce some sort of subjectivity in the future. © 2022 Elsevier B.V., All rights reserved.",
10.3390/app12073520,Applied Sciences (Switzerland),"This study examines various factors and conditions that are related with the performance of reinforcement learning, and defines a multi-agent DQN system (N-DQN) model to improve them. NDQN model is implemented in this paper with examples of maze finding and ping-pong as examples of delayed reward system, where delayed reward occurs, which makes general DQN learning difficult to apply. The implemented N-DQN shows about 3.5 times higher learning performance compared to the Q-Learning algorithm in the reward-sparse environment in the performance evaluation, and compared to DQN, it shows about 1.1 times faster goal achievement speed. In addition, through the implementation of the prioritized experience replay and the implementation of the reward acquisition section segmentation policy, such a problem as positive-bias of the existing reinforcement learning models seldom or never occurred. However, according to the characteristics of the architecture that uses many numbers of actors in parallel, the need for additional research on light-weighting the system for further performance improvement has raised. This paper describes in detail the structure of the proposed multi-agent N_DQN architecture, the contents of various algorithms used, and the specification for its implementation. © 2022 Elsevier B.V., All rights reserved.",
10.3390/app12147053,Applied Sciences (Switzerland),"Vision-and-Language Navigation (VLN) is a task designed to enable embodied agents carry out natural language instructions in realistic environments. Most VLN tasks, however, are guided by an elaborate set of instructions that is depicted step-by-step. This approach deviates from real-world problems in which humans only describe the object and its surroundings and allow the robot to ask for help when required. Vision-based Navigation with Language-based Assistance (VNLA) is a recently proposed task that requires an agent to navigate and find a target object according to a high-level language instruction. Due to the lack of step-by-step navigation guidance, the key to VNLA is to conduct goal-oriented exploration. In this paper, we design an Attention-based Knowledge-enabled Cross-modality Reasoning with Assistant’s Help (AKCR-AH) model to address the unique challenges of this task. AKCR-AH learns a generalized navigation strategy from three new perspectives: (1) external commonsense knowledge is incorporated into visual relational reasoning, so as to take proper action at each viewpoint by learning the internal–external correlations among object- and room-entities; (2) a simulated human assistant is introduced in the environment, who provides direct intervention assistance when required; (3) a memory-based Transformer architecture is adopted as the policy framework to make full use of the history clues stored in memory tokens for exploration. Extensive experiments demonstrate the effectiveness of our method compared with other baselines. © 2022 Elsevier B.V., All rights reserved.",
10.3390/app122111265,Applied Sciences (Switzerland),"Organised attacks on a computer system to test existing defences, i.e., penetration testing, have been used extensively to evaluate network security. However, penetration testing is a time-consuming process. Additionally, establishing a strategy that resembles a real cyber-attack typically requires in-depth knowledge of the cybersecurity domain. This paper presents a novel architecture, named deep cascaded reinforcement learning agents, or CRLA, that addresses large discrete action spaces in an autonomous penetration testing simulator, where the number of actions exponentially increases with the complexity of the designed cybersecurity network. Employing an algebraic action decomposition strategy, CRLA is shown to find the optimal attack policy in scenarios with large action spaces faster and more stably than a conventional deep Q-learning agent, which is commonly used as a method for applying artificial intelligence to autonomous penetration testing. © 2022 Elsevier B.V., All rights reserved.",
10.3390/app122312297,Applied Sciences (Switzerland),"The future mobile communication networks (beyond 5th generation (5G)) are evolving toward the service-based architecture where network functions are fine-grained, thereby meeting the dynamic requirements of diverse and differentiated vertical applications. Consequently, the complexity of network management becomes higher, and artificial intelligence (AI) technologies can improve AI-native network automation with their ability to solve complex problems. Specifically, deep reinforcement learning (DRL) technologies are considered the key to intelligent network automation with a feedback mechanism similar to that of online closed-loop architecture. However, the 0-delay assumptions of the standard Markov decision process (MDP) of traditional DRL algorithms cannot directly be adopted into real-world networks because there exist random delays between the agent and the environment that will affect the performance significantly. To address this problem, this paper proposes a random-delay-corrected framework. We first abstract the scenario and model it as a partial history-dependent MDP (PH-MDP), and prove that it can be transformed to be the standard MDP solved by the traditional DRL algorithms. Then, we propose a random-delay-corrected DRL framework with a forward model and a delay-corrected trajectory sampling to obtain samples by continuous interactions to train the agent. Finally, we propose a delayed-deep-Q-network (delayed-DQN) algorithm based on the framework. For the evaluation, we develop a real-world cloud-native 5G core network prototype whose management architecture follows an online closed-loop mechanism. A use case on the top of the prototype namely delayed-DQN-enabled access and mobility management function (AMF) scaling is implemented for specific evaluations. Several experiments are designed and the results show that our proposed methodologies perform better in the random-delayed networks than other methods (e.g., the standard DQN algorithm). © 2022 Elsevier B.V., All rights reserved.",
10.3390/app13042432,Applied Sciences (Switzerland),"This paper proposes a novel solution for using deep neural networks with reinforcement learning as a valid option in negotiating distributed hierarchical controller agents. The proposed method is implemented in the upper layer of a hierarchical control architecture composed at its lowest levels by distributed control based on local models and negotiation processes with fuzzy logic. The advantage of the proposal is that it does not require the use of models in the negotiation, and it facilitates the minimization of any dynamic behavior index and the specification of constraints. Specifically, it uses a reinforcement learning policy gradient algorithm to achieve a consensus among the agents. The algorithm is successfully applied to a level system composed of eight interconnected tanks that are quite difficult to control due to their non-linear nature and the high interaction among their subsystems. © 2023 Elsevier B.V., All rights reserved.",
10.3390/app13053235,Applied Sciences (Switzerland),"Featured Application: Cloud-based large-scale genome and health database which can support dynamic consent and digital protection of derivative analysis result to secure the privacy of the data subject. Currently, a large amount of biological information is accumulated, such as the area of genome sequencing as well as high-precision biometric information stored in wearable terminals and a growing database of health, medication, and medical information. The development of AI (artificial intelligence) and machine learning has increased its analytical power overwhelmingly. It is becoming more difficult to take measures against the leakage of personal information, and it is becoming difficult to determine privacy risks in advance. In this paper, we review those problems and propose a new method of managing private data. To solve such problems, we look at concepts of dynamic consent and privacy agents, which are drawing growing interest. In particular, efficient and broadly applicable technical means to support such concepts have been proposed. We considered using the current cloud platforms as an effective solution to this problem. We designed an architecture named Docker Vectorization and carried out a comprehensive analysis of the demand and feasibility of such a system in an era of increasing privacy management complexity. We believe we provided sufficient explanations for why Docker Vectorization of privacy agents in the cloud will be a powerful tool for providing sustainable and scalable privacy controls for data subjects. © 2023 Elsevier B.V., All rights reserved.",
10.3390/app13148454,Applied Sciences (Switzerland),"In this paper, we propose an enhanced version of the distributed attentional actor architecture (eDA3-X) for model-free reinforcement learning. This architecture is designed to facilitate the interpretability of learned coordinated behaviors in multi-agent systems through the use of a saliency vector that captures partial observations of the environment. Our proposed method, in principle, can be integrated with any deep reinforcement learning method, as indicated by X, and can help us identify the information in input data that individual agents attend to during and after training. We then validated eDA3-X through experiments in the object collection game. We also analyzed the relationship between cooperative behaviors and three types of attention heatmaps (standard, positional, and class attentions), which provided insight into the information that the agents consider crucial when making decisions. In addition, we investigated how attention is developed by an agent through training experiences. Our experiments indicate that our approach offers a promising solution for understanding coordinated behaviors in multi-agent reinforcement learning. © 2023 Elsevier B.V., All rights reserved.",
10.3390/app13179540,Applied Sciences (Switzerland),"Industry 4.0 (I4.0) aims at achieving the interconnectivity of multiple industrial assets from different hierarchical layers within a manufacturing environment. The Asset Administration Shell (AAS) is a pilar component of I4.0 for the digital representation of assets and can be applied in both physical and digital assets, such as enterprise software, artificial intelligence (AI) agents, and databases. Multi-agent systems (MASs), in particular, are useful in the decentralized optimization of complex problems and applicable in various planning or scheduling scenarios that require the system’s ability to adapt to any given problem by using different optimization methods. In order to achieve this, a universal model for the agent’s information, communication, and behaviors should be provided in a way that is interoperable with the rest of the I4.0 assets and agents. To address these challenges, this work proposes an AAS-based information model for the description of scheduling agents. It allows multiple AI methods for scheduling, such as heuristics, mathematical programming, and deep reinforcement learning, to be encapsulated within a single agent, making it adjustable to different production scenarios. The software implementation of the proposed architecture aims to provide granularity in the deployment of scheduling agents which utilize the underlying AAS metamodel. The agent was implemented using the SARL agent-oriented programming (AOP) language and deployed in an open-source MAS platform. The system evaluation in a real-life bicycle production scenario indicated the agent’s ability to adapt and provide fast and accurate scheduling results. © 2023 Elsevier B.V., All rights reserved.",
10.3390/app14041609,Applied Sciences (Switzerland),"This article presents a model of an architecture of an artificial cognitive agent that performs the function of generating autoepistemic membership statements used to communicate beliefs about the belonging of an observed external object to a category with a prototype. The meaning of statements is described within the model by means of cognitive semantics. The presented proposal builds upon a pre-existing architecture and a semantic model designed for a simpler case of categories without a prototype. The main conclusion is that it is possible to develop an interactive cognitive agent capable of learning about categories with prototypes and producing autoepistemic membership statements fulfilling requirements of Rosch’s standard version of prototype semantics and satisfying pragmatic and logical rules for generating equivalents of these statements in natural languages. Detailed results include the following: an original proposal for an agent’s architecture, a model of an agent’s strategy of learning categories with a prototype, a scheme for determining the computational complexity of particular implementations of the learning strategy, definitions of cognitive semantics for particular cases of autoepistemic membership statements, and an analytical verification of properties of the proposed cognitive semantics. Finally, this article discusses the directions of further development and potential variants of the proposed architecture. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app14093682,Applied Sciences (Switzerland),"Optimal energy transmission dispatching of microgrid systems involves complicated transmission energy allocation and battery charging/discharging management and remains a difficult and challenging research problem subject to complex operation conditions and action constraints due to the randomness and volatility of new energy. Traditional microgrid transmission dispatching mainly considers the matching of the demand side and the supply side from a macro perspective, without considering the impact of line loss. Therefore, a Hierarchical Deep Q-network (HDQN) approach for microgrid energy dispatching is proposed to address this issue. The approach takes the power flow of each line and the battery charging/discharging behavior as decision variables to minimize the system operation cost. The proposed approach employs a two-layer agent optimization architecture for simultaneously processing the discrete and continuous variables, with one agent making upper layer decisions on the charging and discharging behavior of the batteries, and the other agent making lower layer decisions on the transmission energy allocation for the line. The experimental results indicate that the proposed approach achieves better performance than existing approaches. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app14093840,Applied Sciences (Switzerland),"Low Earth orbit (LEO) satellite networks are characterized by rapid topological changes, numerous network nodes and varying states of node resource constraints, which have resulted in traditional routing algorithms no longer being suitable for LEO satellite network routing. Therefore, this paper proposes an inductive learning architecture based on Graph Sample and Aggregate (GraphSAGE), which can significantly reduce the number of topology nodes to be trained, thereby reducing the computational complexity of the nodes. Then deep reinforcement learning (DRL) is employed for the continuous learning optimization of routing algorithms, and its generalization is improved by selecting GraphSAGE to construct the DRL agent. In the proposed graph neural-network-based routing optimization algorithm for LEO satellite networks, each Deep Q-Network (DQN) agent independently generates the hidden states of the nodes through the GraphSAGE model and uses them as inputs to the DRL model to make routing decisions. After a simulation and comparison, the proposed algorithm not only improves the overall network throughput, but also reduces the average end-to-end delay. The average throughput of the proposed algorithm increases by 29.47% and 18.42% compared to that of Dijkstra and the DQN, respectively. The average end-to-end delay is reduced by 39.76% and 15.29%, respectively, and can also adapt to changing topologies. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app14103960,Applied Sciences (Switzerland),"In this paper, we propose a hybrid centralized training and decentralized execution neural network architecture with deep reinforcement learning (DRL) to complete the multi-agent path-finding simulation. In the training of physical robots, collisions and other unintended accidents are very likely to occur in multi-agent cases, so it is required to train the networks within a deep deterministic policy gradient for the virtual environment of the simulator. The simple particle multi-agent simulator designed by OpenAI (Sacramento, CA, USA) for training platforms can easily obtain the state information of the environment. The overall system of the training cycle is designed with a self-designed reward function and is completed through a progressive learning approach from a simple to a complex environment. Finally, we carried out and presented the experiments of multi-agent path-finding simulations. The proposed methodology is better than the multi-agent model-based policy optimization (MAMBPO) and model-free multi-agent soft actor–critic models. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app14114696,Applied Sciences (Switzerland),"The integration of language and vision for object affordance understanding is pivotal for the advancement of embodied agents. Current approaches are often limited by reliance on segregated pre-processing stages for language interpretation and object localization, leading to inefficiencies and error propagation in affordance segmentation. To overcome these limitations, this study introduces a unique task, part-level affordance grounding, in direct response to natural language instructions. We present the Instruction-based Affordance Grounding Network (IAG-Net), a novel architecture that unifies language–vision interactions through a varied-scale multimodal attention mechanism. Unlike existing models, IAG-Net employs two textual–visual feature fusion strategies, capturing both sentence-level and task-specific textual features alongside multiscale visual features for precise and efficient affordance prediction. Our evaluation on two newly constructed vision–language affordance datasets, ITT-AFF VL and UMD VL, demonstrates a significant leap in performance, with an improvement of 11.78% and 0.42% in mean Intersection over Union (mIoU) over cascaded models, bolstering both accuracy and processing speed. We contribute to the research community by releasing our source code and datasets, fostering further innovation and replication of our findings. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app14125208,Applied Sciences (Switzerland),"One of the goals of developing and implementing Industry 4.0 solutions is to significantly increase the level of flexibility and autonomy of production systems. It is intended to provide the possibility of self-reconfiguration of systems to create more efficient and adaptive manufacturing processes. Achieving such goals requires the comprehensive integration of digital technologies with real production processes towards the creation of the so-called Cyber–Physical Production Systems (CPPSs). Their architecture is based on physical and cybernetic elements, with a digital twin as the central element of the “cyber” layer. However, for the responses obtained from the cyber layer, to allow for a quick response to changes in the environment of the production system, its virtual counterpart must be supplemented with advanced analytical modules. This paper proposes the method of creating a digital twin production system based on discrete simulation models integrated with deep reinforcement learning (DRL) techniques for CPPSs. Here, the digital twin is the environment with which the reinforcement learning agent communicates to find a strategy for allocating processes to production resources. Asynchronous Advantage Actor–Critic and Proximal Policy Optimization algorithms were selected for this research. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app14167109,Applied Sciences (Switzerland),"This paper presents a novel approach to designing beam codebooks for downlink multiuser hybrid multiple-input–multiple-output (MIMO) wireless communication systems, leveraging multi-agent reinforcement learning (MARL). The primary objective is to develop an environment-specific beam codebook composed of non-interfering beams, learned by cooperative agents within the MARL framework. Machine learning (ML)-based beam codebook design for downlink communications have been based on channel state information (CSI) feedback or only reference signal received power (RSRP), consisting of an offline training and user clustering phase. In massive MIMO, the full CSI feedback data is of large size and is resource-intensive to process, making it challenging to implement efficiently. RSRP alone for a stand-alone base station is not a good marker of the position of a receiver. Hence, in this work, uplink CSI estimated at the base station along with feedback of RSRP and binary acknowledgment of the accuracy of received data is utilized to design the beamforming codebook at the base station. Simulations using sub-array antenna and ray-tracing channel demonstrate the proposed system’s ability to learn topography-aware beam codebook for arbitrary beams serving multiple user groups simultaneously. The proposed method extends beyond mono-lobe and fixed beam architectures by dynamically adapting arbitrary shaped beams to avoid inter-beam interference, enhancing the overall system performance. This work leverages MARL’s potential in creating efficient beam codebooks for hybrid MIMO systems, paving the way for enhanced multiuser communication in future wireless networks. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app142110079,Applied Sciences (Switzerland),"Multi-agent reinforcement learning (MARL) has demonstrated significant potential in enabling cooperative agents. The communication protocol, which is responsible for message exchange between agents, is crucial in cooperation. However, communicative MARL systems still face challenges due to the noisy messages in complex multi-agent decision processes. This issue often stems from the entangled representation of observations and messages in policy networks. To address this, we propose the Message Action Adapter Framework (MAAF), which first trains individual agents without message inputs and then adapts a residual action based on message components. This separation isolates the effect of messages on action inference. We explore how training the MAAF framework with model-agnostic message types and varying optimization strategies influences adaptation performance. The experimental results indicate that MAAF achieves competitive performance across multiple baselines despite utilizing only half of the available communication, and shows an average improvement of 7.6% over the full attention-based communication approach. Additional findings suggest that different message types result in significant performance variations, emphasizing the importance of environment-specific message types. We demonstrate how the proposed architecture separates communication channels, effectively isolating message contributions. © 2024 Elsevier B.V., All rights reserved.",
10.3390/app15063313,Applied Sciences (Switzerland),"In modern society, the autonomous exploration of unknown environments has attracted extensive attention due to its broad applications, such as in search and rescue operations, planetary exploration, and environmental monitoring. This paper proposes a novel collaborative exploration strategy for multiple mobile robots, aiming to quickly realize the exploration of entire unknown environments. Specifically, we investigate a hierarchical control architecture, comprising an upper decision-making layer and a lower planning and mapping layer. In the upper layer, the next frontier point for each robot is determined using Voronoi partitioning and the Multi-Agent Twin Delayed Deep Deterministic policy gradient (MATD3) deep reinforcement learning algorithm in a centralized training and decentralized execution framework. In the lower layer, navigation planning is achieved using A* and Timed Elastic Band (TEB) algorithms, while an improved Cartographer algorithm is used to construct a joint map for the multi-robot system. In addition, the improved Robot Operating System (ROS) and Gazebo simulation environments speed up simulation times, further alleviating the slow training of high-precision simulation engines. Finally, the simulation results demonstrate the superiority of the proposed strategy, which achieves over 90% exploration coverage in unknown environments with a significantly reduced exploration time. Compared to MATD3, Multi-Agent Proximal Policy Optimization (MAPPO), Rapidly-Exploring Random Tree (RRT), and Cost-based methods, our strategy reduces time consumption by 41.1%, 47.0%, 63.9%, and 74.9%, respectively. © 2025 Elsevier B.V., All rights reserved.",
10.3390/app15073831,Applied Sciences (Switzerland),"To address the challenges of dynamic adversarial scenario modeling distortion, insufficient cross-institutional data privacy protection, and simplistic evaluation systems in collegiate basketball tactical education, this study proposes and validates an immersive instructional system integrating digital twin and federated learning technologies. The four-tier architecture (sensing layer, digital twin layer, federated layer, and interaction layer) synthesizes multimodal data (motion trajectories and physiological signals) with Multi-Agent Reinforcement Learning (MARL) to enable virtual–physical integrated tactical simulation and real-time error correction. Experimental results demonstrate that the experimental group achieved 35.2% higher tactical execution accuracy (TEA) (p < 0.01), 1.8 s faster decision making (p < 0.05), and 47% improved team coordination efficiency compared to the controls. The hierarchical federated learning framework (trajectory ε = 0.8; physiology ε = 0.3) maintained model precision loss at 2.4% while optimizing communication efficiency by 23%, ensuring privacy preservation. A novel three-dimensional “Skill–Creativity–Load” evaluation system revealed a 22% increase in unconventional tactical applications (p = 0.013) through the Tactical Creativity Index (TCI). By implementing lightweight federated architecture with dynamic cognitive offloading mechanisms, the system enables resource-constrained institutions to achieve 87% of the pedagogical effectiveness observed in elite programs, offering an innovative solution to reconcile educational equity with technological ethics. Future research should focus on long-term skill transfer, multimodal adaptive learning, and ethical framework development to advance intelligent sports education from efficiency-oriented paradigms to competency-based transformation. © 2025 Elsevier B.V., All rights reserved.",
10.3390/app15084337,Applied Sciences (Switzerland),"Traditional methods have limitations regarding efficient collaboration and dynamic response in complex dynamic environments. Although existing swarm intelligence control methods possess certain adaptive optimization capabilities, they still face challenges in individual and global collaborative optimization and adaptability. To address this challenge, a swarm intelligence control design method based on double-layer deep reinforcement learning (D-DRL) is proposed. This method uses a double architecture where the inner layer is responsible for dynamic decision-making and behavior optimization, and the outer layer manages resource allocation and strategy optimization. The dynamic interaction between the inner and outer layers, coupled with multi-level collaborative optimization, enhances the system’s adaptability and operating performance. The results of the unmanned aerial vehicle (UAV) swarm case study show that our method achieves effective convergence and outperforms existing swarm intelligence control approaches. Specifically, it simultaneously optimizes energy efficiency and task completion amount with a superior performance. This improvement significantly enhances the comprehensive task effectiveness of the swarm. © 2025 Elsevier B.V., All rights reserved.",
