DOI,Document title,Abstract
10.1145/3627611.3627616,Engaging Cities: From Urban Space to Media Interface,"Technology in this millennium has evolved to become a conduit for communication, creative expression and knowledge transmission. Central to this is the designer's agentic role in mediating the percolation of the digital into the built environment to produce new and transformative experiences incorporating mixed reality. Through discussing two speculative projects, this paper poses the question of what instigative role media might play in efforts to boost spatial ambience and social agency. The first reimagines an AR media architecture experience: by expanding the scope of screen media to include touch media and mobile media, handheld devices fulfil a fresh function, to re-center the urban experience alongside encouraging multidimensional user interaction. Meanwhile, a virtually mediated tour conceived to explore interactions between media and architecture, user agency and behavior, redefines an appreciation for the mimetic. While VR is unable to replicate the randomness and complexity of real-world experience, the sensorial richness of the lived environment and in-person interactions, insights can still be gleaned by how people navigate in cities, even in a simulated environment. These examples reconfirm how our relationship with urban space has been irrevocably altered by digital affordance, through interpretation, interactions and interventions. They open up a dialogue on other alternatives to traditional notions and practices of media architecture. Given the proliferation of digital and online tools and platforms, it stands to reason that now is the opportune time to enskill and empower designers to seize control of the technological ensemble, and exploit what the digital affords, to interpret new and meaningful uses."
10.1145/3632410.3632430,DSDF: Coordinated look-ahead strategy in multi-agent reinforcement learning with noisy agents,"Existing methods of Multi-Agent Reinforcement learning, involving Centralized Training and Decentralized execution, attempt to train the agents towards learning a pattern of coordinated actions to arrive at optimal joint policy. However, during the execution phase, if some of the agents degrade and perform noisy actions (not the same actions suggested by policy) to varying degrees, the above methods provide poor coordination. In this paper, we show how such random noise in agents, which could be a result of the degradation or aging of robots, can add to the uncertainty in coordination and thereby contribute to unsatisfactory global rewards. In such a scenario, the agents which are in accordance with the policy have to understand the behavior and limitations of the noisy agents while the noisy agents have to plan in cognizance of their limitations. In our proposed method, Deep Stochastic Discount Factor (DSDF), based on the degree of degradation the algorithm tunes the discount factor for each agent uniquely, thereby altering the global planning of the agents. Moreover, given the degree of degradation in some agents is expected to change over time, our method provides a framework under which such changes can be incrementally addressed without extensive retraining. Results on benchmark environments show the efficacy of the DSDF approach when compared with existing approaches."
10.1145/3638209.3638213,Innovative Urban Design Simulation: Utilizing Agent-Based Modelling through Reinforcement Learning,"Data-driven design for cities is improving the quality of everyday life of citizens and optimizes the usage of resources. A new aspect is artificial intelligence, which Smart Cities could greatly benefit from. A central problem for urban designers is the unavailability of data to make relevant decisions. Agent-based simulations enable a view of the dynamic properties of the urban system, generating data in its course. However, the simulation must remain sufficiently simple to remain in the realm of computability. The research question of this paper is: How can we make agents behave more realistically to analyze citizens’ mobility behavior? To solve this problem, we first created a simulated virtual environment, where agents can move freely in a small part of a city, the harbor area in Hamburg, Germany. We assumed that happiness is a crucial motivating factor for the movement of citizens. A survey of 130 citizens provided the weights that govern the simulated environment and the happiness score assignation of places. As an AI method, we then used Reinforcement Learning as a general model and Q-learning as an algorithm to generate a baseline. Through randomly traversing the model environment a baseline was created. We are in the process of enhancing Reinforcement Learning with a Deep Q-Network to make the actors learn. Early experiments show a significant improvement over a tabular Q-learning approach. This paper contributes to the literature of urban planning, and data-driven architectural design. The main contribution is replacing the inefficient search for a global maximum of the happiness function, with an efficient local solution global maximum. This has implications for further research in the generation of synthetic data through simulations."
10.1145/3638529.3654013,Towards Multi-Morphology Controllers with Diversity and Knowledge Distillation,"Finding controllers that perform well across multiple morphologies is an important milestone for large-scale robotics, in line with recent advances via foundation models in other areas of machine learning. However, the challenges of learning a single controller to control multiple morphologies make the 'one robot one task' paradigm dominant in the field. To alleviate these challenges, we present a pipeline that: (1) leverages Quality Diversity algorithms like MAP-Elites to create a dataset of many single-task/single-morphology teacher controllers, then (2) distills those diverse controllers into a single multi-morphology controller that performs well across many different body plans by mimicking the sensory-action patterns of the teacher controllers via supervised learning. The distilled controller scales well with the number of teachers/morphologies and shows emergent properties. It generalizes to unseen morphologies in a zero-shot manner, providing robustness to morphological perturbations and instant damage recovery. Lastly, the distilled controller is also independent of the teacher controllers - we can distill the teacher's knowledge into any controller model, making our approach synergistic with architectural improvements and existing training algorithms for teacher controllers."
10.1145/3638530.3654431,Quality Diversity for Robot Learning: Limitations and Future Directions,"Quality Diversity (QD) has shown great success in discovering high-performing, diverse policies for robot skill learning. While current benchmarks have led to the development of powerful QD methods, we argue that new paradigms must be developed to facilitate open-ended search and generalizability. In particular, many methods focus on learning diverse agents that each move to a different xy position in MAP-Elites-style bounded archives. Here, we show that such tasks can be accomplished with a single, goal-conditioned policy paired with a classical planner, achieving O(1) space complexity w.r.t. the number of policies and generalization to task variants. We hypothesize that this approach is successful because it extracts task-invariant structural knowledge by modeling a relational graph between adjacent cells in the archive. We motivate this view with emerging evidence from computational neuroscience and explore connections between QD and models of cognitive maps in human and other animal brains. We conclude with a discussion exploring the relationships between QD and cognitive maps, and propose future research directions inspired by cognitive maps towards future generalizable algorithms capable of truly open-ended search. © 2024 Copyright held by the owner/author(s)."
10.1145/3638530.3664116,Improving Efficiency of Evolving Robot Designs via Self-Adaptive Learning Cycles and an Asynchronous Architecture,"Algorithmic frameworks for the joint optimisation of a robot's design and controller often utilise a learning loop nested within an evolutionary algorithm to refine the controller associated with a newly generated robot design. Intuitively, it is reasonable to assume that the length of the learning period required is directly related to the complexity of the new design. Therefore, we propose a novel self-adaptive criterion that modifies the learning budget for each individual robot based on setting a target for the progress to be achieved during learning. This stopping criterion can lead to wide variance in learning times per robot evaluated. Research in other domains where variable evaluation time is also observed has suggested that asynchronous architectures are preferable in this situation, leading to improved objective performance and efficiency. We conduct a systematic comparison of synchronous and asynchronous architectures using the new learning stopping criterion in a joint optimisation task, showing that a judicious choice of target learning progress used in conjunction with an asynchronous framework provides considerably better results in terms of fitness and computational efficiency than a synchronous framework --- in the latter, the choice of target learning progress has no significant influence."
10.1145/3639856.3639879,CONRAD: Cognitive Intent Driven 5G Network Slice Planning and Design,"The emergence of 5G allows the network to be sliced to meet multiple service requirements. However, current design systems are policy-driven, which limits the ability to redesign the 5G network adaptively for requirements or traffic patterns. In this paper, we propose Conrad, an autonomous and intent-driven framework that can allocate resources efficiently to meet 5G slice requirements. Via the use of a cognitive intent handling engine, the requirements are transformed to goals that may be solved using machine reasoning techniques. Four agents are registered for forecasting, design planning, evaluation and actuation to enable dynamic re-design of the 5G slices. Exploiting automated planning techniques, proposals are provided to optimally provision the network slice resources. This process is demonstrated over a radio access network (RAN) slicing use case with intents on average expected throughput."
10.1145/3643834.3661519,"Designing Plant-Driven Actuators for Robots to Grow, Age, and Decay","Designing plant-driven actuators presents an opportunity to create new types of devices that grow, age, and decay, such as robots that embody these qualities in their physical structure. Plant-robot hybrids that grow and decay incorporate unpredictable and gradual transformations inherent across living organisms and suggest an alternative to the design principles of immediacy, responsiveness, control, accuracy, and durability commonly found in robotic design. To explore this, we present a design space of primitives for plant-driven robotic actuators. Proof-of-concept prototypes illustrate how concepts like slow change, slow movement, decay, and destruction can be incorporated into robotic forms. We describe the design considerations required for building plant-driven actuators for robots, including experimental findings regarding the mechanical properties of plant forces. Finally, we speculate on the potential benefits of plant-robot hybrids to interactive domains such as robotics."
10.1145/3648536.3648545,A Multi-Robot Architecture Framework for Effective Robot Teammates in Mixed-Initiative Teams,"Effective robotic teammates should be able to interact with humans in natural language about all task aspects, keep track of task and team states to coordinate their actions, and handle unexpected events autonomously. In this paper, we introduce a multi-robot architectural framework for effective robot teammates that allows robots to learn new tasks on the fly and monitor task execution to be able to detect unexpected faults and events. It enables robots to generate recovery plans, assess their effectiveness, and engage with human teammates in problem solving dialogues. We demonstrate the capabilities and operation of the framework in a complex mixed-initiative human-robot medical assembly and delivery task."
10.1145/3649158.3657034,BlueSky: How to Raise a Robot - A Case for Neuro-Symbolic AI in Constrained Task Planning for Humanoid Assistive Robots,"Humanoid robots will be able to assist humans in their daily life, in particular due to their versatile action capabilities. However, while these robots need a certain degree of autonomy to learn and explore, they also should respect various constraints, for access control and beyond. We explore the novel field of incorporating privacy, security, and access control constraints with robot task planning approaches. We report preliminary results on the classical symbolic approach, deep-learned neural networks, and modern ideas using large language models as knowledge base. From analyzing their trade-offs, we conclude that a hybrid approach is necessary, and thereby present a new use case for the emerging field of neuro-symbolic artificial intelligence."
10.1145/3649329.3658250,DeepRIoT: Continuous Integration and Deployment of Robotic-IoT Applications,"We present DeepRIoT, a continuous integration and continuous deployment (CI/CD) based architecture that accelerates the learning and deployment of a Robotic-IoT system trained from deep reinforcement learning (RL). We adopted a multi-stage approach that agilely trains a multi-objective RL controller in the simulator. We then collected traces from the real robot to optimize its plant model, and used transfer learning to adapt the controller to the updated model. We automated our framework through CI/CD pipelines, and finally, with low cost, succeeded in deploying our controller in a real F1tenth car that is able to reach the goal and avoid collision from a virtual car through mixed reality."
10.1145/3652628.3652670,Multi-Constraint Flexible Job Scheduling Algorithm Based on DDQN: A Deep Reinforcement Learning Algorithm for Solving Practical Job Scheduling Problems,"As an important part of intelligent manufacturing, reasonable scheduling of production planning is very important for reducing costs and increasing efficiency. This paper considers that the current algorithms related to intelligent scheduling do not consider the actual constraints enough, and the solution efficiency cannot satisfy the application requirements. Considering the actual industrial production and a variety of practical constraints including employee attendance time and machine start-up time, this paper proposes a deep reinforcement learning algorithm. The goal of this research is to minimize the total production cost including product processing costs, employee overtime costs, order back-order costs, finished and semi-finished product inventory costs. In this paper, the intelligent scheduling problem is modeled as a Markov decision-making process, and the agent selects and executes actions according to the state at each decision-making stage. In this paper, the Double DQN neural network architecture is built. Seven features are extracted from the scheduling environment to form a feature vector representation state, and six composite scheduling rules are designed to form an action set considering the optimization goal. A reward function closely related to the goal is designed. Numerical experiments show that the quality of the solution set obtained by the reinforcement learning algorithm is better than or similar to that of the genetic algorithm, and the solution speed is significantly better than that of other algorithms, which proves the effectiveness and feasibility of the proposed algorithm."
10.1145/3652628.3652828,Robot trajectory optimization design based on hybrid ant colony algorithm,"This thesis investigates the innovative integration and application of algorithms of hybrid ant colony algorithm in solving intelligent robot path optimization problems. Among the many branches of intelligent robots, the path planning problem is a particularly important one, and with the development of science and technology and the wide application of intelligent robots, the design of robot trajectory optimization is facing new challenges. The native ant colony algorithm is easy to fall into the local optimal solution in dealing with the problem of robot path planning. Through algorithm analysis, a hybrid ant colony algorithm is proposed. When integrating genetic algorithm and incorporating crossover and mutation factors into the hybrid ant colony algorithm, it not only enhances the diversity of the population, but also speeds up the convergence speed of the algorithm and improves the quality of the optimal solution. The case study shows that the combination of ant colony algorithm and genetic algorithm effectively avoids the problems of instability and poor robustness of the traditional ant colony algorithm, and a more efficient and stable path planning solution can be obtained, which further improves the working effect of the intelligent robot."
10.1145/3653081.3653145,Smart operation and maintenance management and application of wind farms,"It has become a trend to use artificial intelligence, big data, cloud/edge computing and other technologies to improve power generation efficiency and supervision capabilities to achieve ""new energy +"". This article follows the principles of ""few people on duty, situation-based maintenance, and digital operation and maintenance"" to build an intelligent site and platform of ""remote centralized operation + regional maintenance + smart site"". Real-time detection, analysis, diagnosis, and operation optimization of new energy power plants. Additionally, this paper proposes AnoGAN, a hybrid model that combines generative adversarial networks (GANs) and variational autoencoders (VAEs) for anomaly detection. It generates normal data and detects anomalies through generated data errors, contributing to the intelligent operation and maintenance of wind farms. The wheeled robot replaces manual tasks in critical areas and embodies the integration of advanced anomaly detection technology with practical robotic solutions for efficient power infrastructure maintenance."
10.1145/3654439,The IDEA of Us: An Identity-Aware Architecture for Autonomous Systems,"Autonomous systems, such as drones and rescue robots, are increasingly used during emergencies. They deliver services and provide situational awareness that facilitate emergency management and response. To do so, they need to interact and cooperate with humans in their environment. Human behaviour is uncertain and complex, so it can be difficult to reason about it formally. In this article, we propose IDEA: an adaptive software architecture that enables cooperation between humans and autonomous systems, by leveraging the social identity approach. This approach establishes that group membership drives human behaviour. Identity and group membership are crucial during emergencies, as they influence cooperation among survivors. IDEA systems infer the social identity of surrounding humans, thereby establishing their group membership. By reasoning about groups, we limit the number of cooperation strategies the system needs to explore. IDEA systems select a strategy from the equilibrium analysis of game-theoretic models that represent interactions between group members and the IDEA system. We demonstrate our approach using a search-and-rescue scenario, in which an IDEA rescue robot optimises evacuation by collaborating with survivors. Using an empirically validated agent-based model, we show that the deployment of the IDEA system can reduce median evacuation time by 13.6\%."
10.1145/3657054.3657119,Digital Government Ecosystem: Adaptive Architecture for Digital and ICT Investment Decision Making,"Agencies, while operating in the federated digital government ecosystem, need to make significant investments in digital and information and communication technology (ICT) for providing services to people and businesses. A whole-of-government adaptive architecture driven approach seems appropriate for supporting common language and consistent digital and ICT investment decision making. It enables adaptive planning and implementation with a view to make an optimal use of public funds and aligned with the strategic direction and priorities in digital and ICT investments. However, the challenge is how to establish the adaptive architecture for supporting digital and ICT investment decision making in the complex and federated digital government ecosystem. This paper proposes the adaptive enterprise architecture (AEA) meta-framework for digital ecosystems, as a lens, to systematically integrate the Australian Government Architecture (AGA), and Digital and ICT Oversight Investment Framework (IOF) in establishing the adaptive architecture for assisting digital and ICT investment decisions within complex digital government ecosystems. The proposed approach is demonstrated and evaluated with the help of an example scenario for an Australian digital government service. The results of this study indicate that the adaptive architecture driven approach involving AGA and IOF seems useful for architecting and supporting complex digital and ICT investment decision making to deliver the holistic outcomes of data and digital government strategy objectives."
10.1145/3659061,Generating Pattern-Based Conventions for Predictable Planning in Human–Robot Collaboration,"For humans to effectively work with robots, they must be able to predict the actions and behaviors of their robot teammates rather than merely react to them. While there are existing techniques enabling robots to adapt to human behavior, there is a demonstrated need for methods that explicitly improve humans’ ability to understand and predict robot behavior at multi-task timescales. In this work, we propose a method leveraging the innate human propensity for pattern recognition in order to improve team dynamics in human–robot teams and to make robots more predictable to the humans that work with them. Patterns are a cognitive tool that humans use and rely on often, and the human brain is in many ways primed for pattern recognition and usage. We propose pattern-aware convention-setting for teaming (PACT), an entropy-based algorithm that identifies and imposes appropriate patterns over a robot’s planner or policy over long time horizons. These patterns are autonomously generated and chosen via an algorithmic process that considers human-perceptible features and characteristics derived from the tasks to be completed, and as such, produces behavior that is easier for humans to identify and predict. Our evaluation shows that PACT contributes to significant improvements in team dynamics and teammate perceptions of the robot, as compared to robots that utilize traditionally ‘optimal’ plans and robots utilizing unoptimized patterns."
10.1145/3664647.3681657,StableMoFusion: Towards Robust and Efficient Diffusion-based Motion Generation Framework,"Thanks to the powerful generative capacity of diffusion models, recent years have witnessed rapid progress in human motion generation. Existing diffusion-based methods employ disparate network architectures and training strategies. The effect of the design of each component is still unclear. In addition, the iterative denoising process consumes considerable computational overhead, which is prohibitive for real-time scenarios such as virtual characters and humanoid robots. For this reason, we first conduct a comprehensive investigation into network architectures, training strategies, and inference process. Based on the profound analysis, we tailor each component for efficient high-quality human motion generation. Despite the promising performance, the tailored model still suffers from foot skating which is an ubiquitous issue in diffusion-based solutions. To eliminate footskate, we identify foot-ground contact and correct foot motions along the denoising process. By organically combining these well-designed components together, we present StableMoFusion, a robust and efficient framework for human motion generation. Extensive experimental results show that our StableMoFusion performs favorably against current state-of-the-art methods."
10.1145/3665331,Generating and Evaluating Data of Daily Activities with an Autonomous Agent in a Virtual Smart Home,"Training machine learning models to identify human behavior is a difficult yet essential task to develop autonomous and adaptive systems such as smart homes. These models require large and diversified amounts of labeled data to be trained effectively. Due to the high variety of home environments and occupant behaviors, collecting datasets that are representative of all possible homes is a major challenge. In addition, privacy and cost are major hurdles to collect real home data. To avoid these difficulties, one solution consists of training these models using purely synthetic data, which can be generated through the simulation of home and their occupants. Two challenges arise from this approach: designing a methodology with a simulation able to generate credible simulated data and evaluating this credibility. In this article, we explain the methodology used to generate diversified synthetic data of daily activities, through the combination of an agent model to simulate an occupant and a simulated 3D house enriched with sensors and effectors to produce such data. We demonstrate the credibility of the generated synthetic data by comparing their efficacy for training human context understanding models against the efficacy generated by real data. To achieve this, we replicate a real dataset collection setting with our smart home simulator. The occupant is replaced by an autonomous agent following the same experimental protocol used for the real dataset collection. This agent is a BDI-based model enhanced with a scheduler designed to offer a balance between control and autonomy. This balance is useful in synthetic data generation since strong constraints can be imposed on the agent to simulate desired situations while allowing autonomous behaviors outside these constraints to generate diversified data. In our case, the constraints are those imposed during the real dataset collection that we want to replicate. The simulated sensors and effectors were configured to react to the agent’s behaviors similarly to the real ones. We experimentally show that data generated from this simulation are valuable for two human context understanding tasks: current human activity recognition and future human activity prediction. In particular, we show that models trained solely with simulated data can give reasonable predictions about real situations occurring in the original dataset. We also report experimental results regarding statistical analysis and C2ST to assess the credibility of generated data. We discuss the generality of our approach for evaluating the credibility of simulated data from their use as training data."
10.1145/3665939.3665963,CopycHats: Question Sequencing with Artificial Agents,"Schema Matching, the task of finding correspondences among attributes of different schemata, plays an important role in data integration. The task has been extensively researched, leading to the development of multiple algorithmic approaches, many of which incorporate humans to some extent, by performing the matching, validating algorithmic solutions, or generating reliable ground truth for algorithms to be trained against. Human matching is a temporal process, in which previous decisions and ongoing cognitive processes influence future behavior. Therefore, planning a human matching task necessitates careful consideration, for example, the ordering of questions posed to the matcher. Various strategies exist for optimally choosing the sequence of matching questions and evaluating them may be limited by notable inherent human limitations. In this work, we propose to leverage Large Language Models (LLMs) to create artificial agents that emulate human agents in order to evaluate question sequencing strategies. We offer an alternative to traditional human-based evaluations, which overcome those limitations. We test our suggested evaluation framework and discuss the similarities and differences between artificial and human agents in the context of schema matching evaluation."
10.1145/3670998,Interpersonal Communication Interconnection in Media Convergence Metaverse,"The metaverse aims to provide immersive virtual worlds connecting with the physical world. To enable real-time interpersonal communications between users across the globe, the metaverse places high demands on network performance, including low latency, high bandwidth, and fast network speeds. This paper proposes a novel Media Convergence Metaverse Network (MCMN) framework to address these challenges. Specifically, the META controller serves as MCMN's logically centralized control plane, responsible for holistic orchestration across edge sites and end-to-end path computation between metaverse users. We develop a model-free deep reinforcement learning-based metaverse traffic optimization algorithm that learns to route flows while satisfying the Quality of Service (QoS) boundaries. The network slicing engine leverages artificial intelligence and machine learning to create isolated, customized virtual networks tailored for metaverse traffic dynamics on demand. It employs unsupervised and reinforcement learning techniques using network telemetry from the META controller to understand application traffic patterns and train cognitive slicer agents to make quality of service -aware decisions accordingly. Optimized delivery of diverse concurrent media types necessitates routing intelligence to meet distinct requirements while mitigating clashes over a shared infrastructure. Media-aware routing enhances traditional shortest-path approaches by combining topological metrics with workflow sensitivities. We realize an edge-assisted rendering fabric to offload complex processing from bandwidth-constrained endpoints while retaining visual realism. Extensive simulations demonstrate MCMN's superior performance compared to conventional networking paradigms. MCMN shows great promise to enable seamless interconnectivity and ultra-high fidelity communications to unlock the true potential of the metaverse."
10.1145/3676536.3698389,Thinking and Moving: An Efficient Computing Approach for Integrated Task and Motion Planning in Cooperative Embodied AI Systems,"Cooperative embodied AI systems, where multiple agents collaborate to accomplish complex, long-horizon tasks, show significant promise for real-world applications. These systems integrate perception, cognition, and action through integrated task and motion planning (TAMP), leveraging the advanced reasoning and communication capabilities of large language models (LLMs). However, their efficiency is often hindered by challenges such as high computational latency and redundant communication, largely due to the reliance on LLMs for sequential planning decisions.In this paper, we aim to identify the inherent characteristics and optimization opportunities in cooperative embodied AI systems. We first present a cognitive-inspired modular framework encompassing perception, memory, communication, planning, and execution. We then conduct a detailed profiling analysis of two state-of-the-art cooperative embodied systems, revealing the significance of each module and identifying critical bottlenecks such as redundant message pre-generation and excessive LLM usage in decision-making processes. Based on these insights, we propose several model- and system-level optimizations, including a planning-first communication strategy, selective multi-agent communication, and planning-guided multi-step execution. Evaluated across long-horizon cooperative tasks, these optimizations reduce the frequency of LLM inference runs, achieving an average 3.93\texttimes{} speedup in end-to-end task execution. Finally, we discuss the challenges and potential directions for embodied AI computing, to enhance system flexibility, efficiency, and scalability."
10.1145/3676536.3698389,Thinking and Moving: An Efficient Computing Approach for Integrated Task and Motion Planning in Cooperative Embodied AI Systems (Invited Paper),"Cooperative embodied AI systems, where multiple agents collaborate to accomplish complex, long-horizon tasks, show significant promise for real-world applications. These systems integrate perception, cognition, and action through integrated task and motion planning (TAMP), leveraging the advanced reasoning and communication capabilities of large language models (LLMs). However, their efficiency is often hindered by challenges such as high computational latency and redundant communication, largely due to the reliance on LLMs for sequential planning decisions. In this paper, we aim to identify the inherent characteristics and optimization opportunities in cooperative embodied AI systems. We first present a cognitive-inspired modular framework encompassing perception, memory, communication, planning, and execution. We then conduct a detailed profiling analysis of two state-of-the-art cooperative embodied systems, revealing the significance of each module and identifying critical bottlenecks such as redundant message pre-generation and excessive LLM usage in decision-making processes. Based on these insights, we propose several model- and system-level optimizations, including a planning-first communication strategy, selective multi-agent communication, and planning-guided multi-step execution. Evaluated across long-horizon cooperative tasks, these optimizations reduce the frequency of LLM inference runs, achieving an average 3.93× speedup in end-to-end task execution. Finally, we discuss the challenges and potential directions for embodied AI computing, to enhance system flexibility, efficiency, and scalability."
10.1145/3677052.3698597,"FISHNET: Financial Intelligence from Sub-querying, Harmonizing, Neural-Conditioning, Expert Swarms, and Task Planning","Financial intelligence generation from vast data sources has typically relied on traditional methods of knowledge-graph construction or database engineering. Recently, fine-tuned financial domain-specific Large Language Models (LLMs), have emerged. While these advancements are promising, limitations such as high inference costs, hallucinations, and the complexity of concurrently analyzing high-dimensional financial data, emerge. This motivates our invention FISHNET (Financial Intelligence from Sub-querying, Harmonizing, Neural-Conditioning, Expert swarming, and Task planning), an agentic architecture that accomplishes highly complex analytical tasks for more than 98,000 regulatory filings that vary immensely in terms of semantics, data hierarchy, or format. FISHNET shows remarkable performance for financial insight generation (61.8\% success rate over 5.0\% Routing, 45.6\% RAG R-Precision). We conduct rigorous ablations to empirically prove the success of FISHNET, each agent’s importance, and the optimized performance of assembling all agents. Our modular architecture can be leveraged for a myriad of use-cases, enabling scalability, flexibility, and data integrity that are critical for financial tasks."
10.1145/3679409.3679473,Design and Research of Octahedral Linkage Mobile Robot,"In the face of complex terrain, the performance of robots with single motion mode is poor. This paper proposes a mobile robot based on the Sarrus mechanism and octahedral structure of spatial closed chain linkage based on the current research status. After planning of rolling modes, wheeled mode and hybrid mode, the mobile robot can be operated to gain the mobility of traversal movement by specified control method. When facing ordinary road surface and terrains, the robot achieves excellent adaptability to different environment compared with conventional mobile robot."
10.1145/3680127.3680211,A Generic Architecture for the Digitization of Government Procurement Processes,"The implementation of government information systems has been a means to improve social, political, and economic conditions and the quality of life of its citizens. However, the systems of the governments are very different and even within a country there are distinctions between the federal, state, local and agency levels according to their specific context and capabilities. Among the governmental systems, electronic procurement is critical as they are related to a significant part of public spending. The purpose of this paper is to describe an assessment of the current state of digitization of procurement processes of innovative governments to deduce components of a common architecture from their best practices experiences that can be utilized for benchmark evaluation. This study employed an Action Design Research approach to identify, stakeholders, processes, system applications, technological components, and standards of a generic architecture for e-procurement. As a result, it was possible to deduce from countries implemented cases and validate through an organization benchmarking action case a generic architecture with four main system components: (1) e-planning of government procurement, (2) e-selection of suppliers, and (3) e-provisioning of goods and services from suppliers (4) e-services to citizens. The most developed component in government cases is e-selection, however, further developments should be carried out in e-planning and e-provisioning, mainly the integration with e-services. This work demonstrates how management research can create references for digital transformation. As a practical implication, the architectural model provides professionals with a tool for benchmark assessments, for decision-make on the evolution of functionalities and system requirements for government e-procurement."
10.1145/3680530.3695442,Eye of Flora: Encountering Nature through the Mixed Reality Lens of Plant-Environment Interactions,"This paper presents a hybrid plants-driven mixed reality (MR) system, Eye of Flora, which re-engages humans with nature from a more-than-human perspective. Eye of Flora integrates plants into digital twin systems by merging plant electrophysiology with 3D reconstruction technologies. Utilizing AI to analyze their biosignals, digital plant agents can now participate in digital environments and share their unseen biological responses to various environmental factors through aesthetic particle systems. This approach challenges anthropocentric digital ecosystems by incorporating ecological awareness through a multispecies perspective, promoting a holistic view of human-nature relationships and fostering symbiotic coexistence in the digital age."
10.1145/3686015.3689365,Mycorrhizal Fungi and Plant Symbiosis for Energy Harvesting in the Internet of Plants,"Biological entities in nature have developed sophisticated communication methods over millennia to facilitate cooperation. Among these entities, plants are some of the most intricate communicators. They interact with each other through various communication modalities, creating networks that enable the exchange of information and nutrients. In this paper, we explore this collective behavior and its components. We then introduce the concept of agent plants, outlining their architecture and detailing the tasks of each unit. Additionally, we investigate the mycorrhizal fungi-plant symbiosis to extract glucose for energy harvesting. We propose an architecture that converts the chemical energy stored in these glucose molecules into electrical energy. We conduct comprehensive analyses of the proposed architecture to validate its effectiveness."
10.1145/3686592.3686595,Enhancing spatially-disaggregated simulations with large language models,"We present our experience integrating large language models (LLMs) and simulation engines to enhance spatially-disaggregated simulation, taking advantage of the spatial knowledge and spatial reasoning capabilities of LLMs. The examples illustrate LLM integration with different variations of compartmental epidemiological models, including agent-based models (ABM) in the context of modeling COVID-19 infection spread in a school setting, and LLM integration with a system dynamics model which supports a serious game focused on strategies for responding to disease outbreaks at the county level. We present the architecture of the integrated LLM-simulation system, demonstrate the initial results, and discuss the challenges of the current approach, related to LLM's understanding of spatial information and spatial relationships, their reasoning capabilities, and model performance and scalability."
10.1145/3689218.3689233,The Application of the LSTM Neural Networks on the Hydrology Forecast,"In this research, we utilize the Long Short-Term Memory (LSTM) neural networks to forecast water flows at various reservoir sites. Utilizing historical meteorological data, we forecast the flow volumes for the following 30 hours based on the data from the first 15 hours. Our approach involves data preprocessing, feature engineering, model training and performance evaluation. Results indicate promising accuracy in flow prediction across multiple sites. Accurate streamflow forecasting is essential for effective water resource management and flood resilience planning. Traditional numerical models often face limitations in computational efficiency and inability to fully capture the complex, nonlinear dynamics of hydrological systems. With the recent advancements in deep learning, particularly Long Short-Term Memory (LSTM) networks, there is an opportunity to enhance streamflow predictions. This paper explores the application of LSTM networks for hourly streamflow forecasting at multiple catchments in the United States. Leveraging extensive, near-real-time hydrological and meteorological data from agencies such as the U.S. Geological Survey (USGS), the study develops an LSTM-based model to predict water flow. The model integrates historical data on temperature, precipitation, and flow measurements, and is trained to forecast streamflow at hourly intervals. Results demonstrate that the LSTM model effectively captures temporal dependencies, outperforming traditional methods. This study highlights the potential of LSTM networks to provide accurate and computationally efficient streamflow predictions, contributing to improved water management and flood forecasting capabilities. Future research directions include the incorporation of additional features and the exploration of advanced neural network architectures to further enhance prediction performance."
10.1145/3689933.3690834,Automated APT Defense Using Reinforcement Learning and Attack Graph Risk-based Situation Awareness,"Advanced Persistent Threats pose significant risks to communication and infrastructure systems. While both heuristic and reinforcement learning have been applied to address this challenge, current approaches rely on fixed assumptions or use simplistic state representations and reward functions, compromising adaptability and accuracy. In this paper, we propose a novel intelligent agent system that enhances security against APTs by leveraging MulVAL attack graphs and quantitative risk assessment. Our approach translates complex MulVAL attack graph states into a compact RL state representation, enabling efficient learning in dynamic network environments. We integrate quantitative attack graph-based risk assessment into the RL framework, employing a hybrid reward function that incorporates residual risk, risk reduction, control efficacy, and cost. This risk-based approach provides enhanced context and situation awareness to the RL agent, facilitating more informed long-term decision-making. Using both Q-learning and Proximal Policy Optimization algorithms, we train and evaluate our system on an emulated industrial control system environment under realistic APT attacks. Experimental results demonstrate the significant benefits of our risk-based approach in guiding RL agents. Compared to non-risk configurations, our method shows improved success rates in APT mitigation, reduced control costs, which imply better long-term strategic planning."
10.1145/3691620.3695336,Towards LLM-augmented multiagent systems for agile software engineering,"A cognitive multi-agent ecosystem designed for efficient software engineering using Agile methodologies can significantly improve software development processes. Key components include the integration of Multi-Agent Systems (MAS) and Large Language Models (LLMs), utilizing Dynamic Context techniques for agent profiling, and Theory of Mind to enhance collaboration. The CogniSim Ecosystem analyzes problems, proposes solutions, constructs and validates plans, and coordinates specialized agents playing roles such as developers, executors, quality checkers, and methodology reviewers. These agents produce documentation, models, and diagrams (e.g., UML) while adhering to predefined quality and performance measures. The ecosystem also simulates the impact of various team configurations on problem-solving effectiveness, helping organizations identify optimal team structures. Case studies and simulations demonstrate its practical applications."
