"Document Title","DOI","Link","Abstract"
"Hybrid Model-Based Emotion Contextual Recognition for Cognitive Assistance Services","10.1109/TCYB.2020.3013112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130767915&doi=10.1109%2FTCYB.2020.3013112&partnerID=40&md5=aa8185ea6eaf70abcc4b52bd855c6d8d","Endowing ubiquitous robots with cognitive capabilities for recognizing emotions, sentiments, affects, and moods of humans in their context is an important challenge, which requires sophisticated and novel approaches of emotion recognition. Most studies explore data-driven pattern recognition techniques that are generally highly dependent on learning data and insufficiently effective for emotion contextual recognition. In this article, a hybrid model-based emotion contextual recognition approach for cognitive assistance services in ubiquitous environments is proposed. This model is based on: 1) a hybrid-level fusion exploiting a multilayer perceptron (MLP) neural-network model and the possibilistic logic and 2) an expressive emotional knowledge representation and reasoning model to recognize nondirectly observable emotions; this model exploits jointly the emotion upper ontology (EmUO) and the n-ary ontology of events HTemp supported by the NKRL language. For validation purposes of the proposed approach, experiments were carried out using a YouTube dataset, and in a real-world scenario dedicated to the cognitive assistance of visitors in a smart devices showroom. Results demonstrated that the proposed multimodal emotion recognition model outperforms all baseline models. The real-world scenario corroborates the effectiveness of the proposed approach in terms of emotion contextual recognition and management and in the creation of emotion-based assistance services. © 2013 IEEE."
"Learning an Explainable Trajectory Generator Using the Automaton Generative Network (AGN)","10.1109/LRA.2021.3135940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121842278&doi=10.1109%2FLRA.2021.3135940&partnerID=40&md5=2dd2c131f626ce22fb42f2e8c49fa67f","Symbolic reasoning is a key component for enabling practical use of data-driven planners in autonomous driving. In that context, deterministic finite state automata (DFA) are often used to formalize the underlying high-level decision-making process. Manual design of an effective DFA can be tedious. In combination with deep learning pipelines, DFA can serve as an effective representation to learn and process complex behavioral patterns. The goal of this work is to leverage that potential. We propose the automaton generative network (AGN), a differentiable representation of DFAs. The resulting neural network module can be used standalone or as an embedded component within a larger architecture. In evaluations on deep learning based autonomous vehicle planning tasks, we demonstrate that incorporating AGN improves the explainability, sample efficiency, and generalizability of the model. © 2016 IEEE."
"A System For Robot Concept Learning Through Situated Dialogue","10.18653/v1/2022.sigdial-1.64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182517095&doi=10.18653%2Fv1%2F2022.sigdial-1.64&partnerID=40&md5=e94feaa0d773b5c0169281d6b4907da4","Robots operating in unexplored environments with human teammates will need to learn unknown concepts on the fly. To this end, we demonstrate a novel system that combines a computational model of question generation with a cognitive robotic architecture. The model supports dynamic production of back- and-forth dialogue for concept learning given observations of an environment, while the architecture supports symbolic reasoning, action representation, one-shot learning and other capabilities for situated interaction. The system is able to learn about new concepts including objects, locations, and actions, using an underlying approach that is generalizable and scalable. We evaluate the system by comparing learning efficiency to a human baseline in a collaborative reference resolution task and show that the system is effective and efficient in learning new concepts, and that it can informatively generate explanations about its behavior. © 2022 Association for Computational Linguistics."
"Learning Efficient Multi-agent Cooperative Visual Exploration","10.1007/978-3-031-19842-7_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142674934&doi=10.1007%2F978-3-031-19842-7_29&partnerID=40&md5=bd49a9ae1fa097f89c3393e6045b36dd","We tackle the problem of cooperative visual exploration where multiple agents need to jointly explore unseen regions as fast as possible based on visual signals. Classical planning-based methods often suffer from expensive computation overhead at each step and a limited expressiveness of complex cooperation strategy. By contrast, reinforcement learning (RL) has recently become a popular paradigm for tackling this challenge due to its modeling capability of arbitrarily complex strategies and minimal inference overhead. In this paper, we propose a novel RL-based multi-agent planning module, Multi-agent Spatial Planner (MSP). MSP leverages a transformer-based architecture, Spatial-TeamFormer, which effectively captures spatial relations and intra-agent interactions via hierarchical spatial self-attentions. In addition, we also implement a few multi-agent enhancements to process local information from each agent for an aligned spatial representation and more precise planning. Finally, we perform policy distillation to extract a meta policy to significantly improve the generalization capability of final policy. We call this overall solution, Multi-Agent Active Neural SLAM (MAANS). MAANS substantially outperforms classical planning-based baselines for the first time in a photo-realistic 3D simulator, Habitat. Code and videos can be found at https://sites.google.com/view/maans. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG."
"Online Grounding of Symbolic Planning Domains in Unknown Environments","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141708401&partnerID=40&md5=3eb1f4f7619f51cecc03b49f4c56e4b2","If a robotic agent wants to exploit symbolic planning techniques to achieve some goal, it must be able to properly ground an abstract planning domain in the environment in which it operates. However, if the environment is initially unknown by the agent, the agent needs to explore it and discover the salient aspects of the environment necessary to reach its goals. Namely, the agent has to discover: (i) the objects present in the environment, (ii) the properties of these objects and their relations, and finally (iii) how abstract actions can be successfully executed. The paper proposes a framework that aims to accomplish the aforementioned perspective for an agent that perceives the environment partially and subjectively, through real value sensors (e.g., GPS, and on-board camera) and can operate in the environment through low level actuators (e.g., move forward of 20 cm). We evaluate the proposed architecture in photo-realistic simulated environments, where the sensors are RGB-D on-board camera, GPS and compass, and low level actions include movements, grasping/releasing objects, and manipulating objects. The agent is placed in an unknown environment and asked to find objects of a certain type, place an object on top of another, close or open an object of a certain type. We compare our approach with a state of the art method on object goal navigation based on reinforcement learning, showing better performances. © 19th International Conference on Principles of Knowledge Representation and Reasoning, KR 2022. All rights reserved."
"Non-Axiomatic Term Logic: A Theory of Cognitive Symbolic Reasoning","10.1527/tjsai.37-6_C-M11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140923328&doi=10.1527%2Ftjsai.37-6_C-M11&partnerID=40&md5=b848a72c036e2f8a8d0dd0eea87faece","This paper presents Non-Axiomatic Term Logic (NATL) as a theoretical computational framework of human-like symbolic reasoning in artificial intelligence. NATL unites a discrete syntactic system inspired from Aristotle’s term logic and a continuous semantic system based on the modern idea of distributed representations, or embeddings. This paper positions the proposed approach in the phylogeny and the literature of logic, and explains the framework. As it is yet no more than a theory and it requires much further elaboration to implement it, no quantitative evaluation is presented. Instead, qualitative analyses of arguments using NATL, some applications to possible cognitive science/robotics-related research, and remaining issues towards a machinery implementation are discussed. © 2022, Japanese Society for Artificial Intelligence. All rights reserved."
"Epistemic Multiagent Reasoning with Collaborative Robots","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138309180&partnerID=40&md5=dcf16186bdad21b838b7cd875126a253","Over the last few years, the fields of Artificial Intelligence, Robotics and IoT have gained a lot of attention. This increasing interest has brought, among other things, to the development of autonomous multi-agent systems where robotic entities may interact with each other. As for all the other autonomous settings, also these systems require arbitration. Our work tries to address this problem by presenting a framework that embeds both a classical and a multi-agent epistemic (epistemic, for brevity) planner in a robotic control architecture. The idea is to combine the (i) classical and the (ii) epistemic solvers to model efficiently the interaction with: the (i) physical world and the (ii) information flows, respectively. In particular, the presented architecture starts by planning on the “epistemic level"" refining then single-agent world-altering actions thanks to the classical planner. To further optimize the solving process, we also introduce the concept of macros in epistemic planning. Macros, in fact, have been successfully employed in classical planning as they allow for opportune aggregations of actions that may lead to a reduction of plans' length. Finally, the overall framework is exemplified and validated with two Franka Emika manipulators. This allowed us to empirically justify how the combination of the two planning approaches (classical and epistemic), and the introduction of macros, reduce the computational time required by the orchestrating phase. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0)"
"A Hybrid Planning Approach for Accompanying Information-gathering in Plan Execution Monitoring","10.1007/s10846-021-01480-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113600856&doi=10.1007%2Fs10846-021-01480-5&partnerID=40&md5=88816697bb76edec174f50389aecdb53","Autonomous robots that execute plans in real-world environments may easily get failed due to unexpected environment dynamics. For robust plan execution, a great number of plan execution monitoring works has been proposed to estimate plan execution effects and make recovery plans for any detected plan failures. However, most works have assumed the full observability of environment states and accessibility of complete information about environment dynamics, which shows limitations when executing plans under environment dynamics and partial observability. To efficiently and effectively monitor robot plans in dynamic and partially observable environments, this paper first proposes an accompanying action policy that specifies an interaction pattern between information-gathering plan and the task plan to estimate and monitor task plan execution. To provide a concrete implementation of the above pattern, we first identify the task achievement and execution monitoring as two separated goals in a robot task, and then propose a hybrid planning approach that integrates two planners to solve the goals. For a task-achievement goal, we utilize a classical planning framework ROSPlan to efficiently compute the global task plan. While executing each action of the plan, we cast the execution monitoring problem as a Partially Observable Markov Decision Process (POMDP), which plans the information-gathering plans for monitors the action execution effects and recover failures when necessary. We further implement a typical robotic service task to verify the efficiency and effectiveness of our approach. By comparing with both the baseline plan-invariant execution monitoring approach and a full POMDP planning approach, the hybrid planning approach is efficient in task planning and execution monitoring and effectively recovering plan failures in unknown environments. © 2021, The Author(s), under exclusive licence to Springer Nature B.V."
"Toward Creative Problem Solving Agents: Action Discovery through Behavior Babbling","10.1109/ICDL49984.2021.9515658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114557967&doi=10.1109%2FICDL49984.2021.9515658&partnerID=40&md5=25167e46778f667d7b50142a5fdb322d","Creative problem solving (CPS) is the process by which an agent discovers unknown information about itself and its environment, allowing it to accomplish a previously impossible goal. We propose a framework for CPS by robots for discovering novel actions via behavior babbling, capable of learning a representation of novel actions at both a symbolic planning level, and a sub-symbolic action controller level. Our framework employs two modes of discovery - a focused incubation method that scopes its search to the actions and entities composing the failed plan, and a defocused incubation method which enables exploration of actions and entities outside of the failed plan. We implemented and tested our framework using a Baxter robot in a 3D physics-based simulation environment, where we ran three proof-of-concept object manipulation scenarios. Results suggest that it is possible to use behavior babbling as a method for the autonomous discovery of flexible and reusable actions. © 2021 IEEE."
"Autonomous Robot Planning System for In-Space Assembly of Reconfigurable Structures","10.1109/AERO50100.2021.9438257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111403236&doi=10.1109%2FAERO50100.2021.9438257&partnerID=40&md5=709a9169093419e79ee28b5d5e3b1f90","Large-scale space structures, such as telescopes or spacecrafts, require suitable in-situ assembly technologies in order to overcome the limitations on payload size and mass of current launch vehicles. In many application scenarios, manual assembly by astronauts is either highly cost-inefficient or not feasible at all due to orbital constraints. However, (semi-) autonomous robotic assembly systems may provide the means to construct larger structures in space in the near future. Modularity is a key concept for such structures, and also for reducing costs in novel spacecraft designs. The advantage of the modular approach lies in the capability to generate a high number of unique assets from a reduced number of building blocks. Thus, spacecrafts can be easily adapted to particular use cases, and could even be reconfigured during their lifetime using a robotic manipulation system. These ideas lie at the core of our current EU project MOSAR (MOdular Spacecraft Assembly and Reconfiguration). Teleoperating a space robotic system from Earth to assemble a modular structure is not straightforward. Major difficulties are related to time delays, communication losses, limited control modalities, and low immersion for the operator. Autonomous robotic operations are then preferred, and with this goal we propose a fully autonomous system for planning in-space assembly tasks. Our system is able to generate assembly and reconfiguration plans for modular structures in terms of high-level actions that can autonomously be executed by a robot. Through multiple simulation layers, the system automatically verifies the feasibility and correctness of action sequences created by the planner. The layers implement different levels of abstraction, hierarchically stacked to detect infeasible transitions and initiate replanning at an early stage. Levels of abstraction increase in complexity, ranging from a basic geometric description of the spacecraft, over kinematics of the robotic setup, to full representations of the actions. The system reuses information from failed checks in all layers to avoid similar situations during replanning. We use a hybrid approach where symbolic reasoning is combined with considerations of physical constraints to generate a holistic sequence of actions. We demonstrate our planner for large space structures in a simulation environment. In particular, we consider the reconfiguration of a given modular structure, i.e. disassemble parts and reassemble them in a new configuration. The adaptability of our planning system is shown by executing the assembly plans on robots with different sets of skills and in scenarios with simulated hardware failures. © 2021 IEEE."
"Hybrid conditional planning for robotic applications","10.1177/0278364920963783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093846385&doi=10.1177%2F0278364920963783&partnerID=40&md5=c1b75fe7059eb6f6ee1ef073e92a1682","Robots who have partial observability of and incomplete knowledge about their environments may have to consider contingencies while planning, and thus necessitate cognitive abilities beyond classical planning. Moreover, during planning, they need to consider continuous feasibility checks for executability of the plans in the real world. Conditional planning is concerned with reaching goals from an initial state, in the presence of incomplete knowledge and partial observability, by considering all contingencies and by utilizing sensing actions to gather relevant knowledge when needed. A conditional plan is essentially a tree of actions where each branch of the tree represents a possible execution of actuation actions and sensing actions to reach a goal state. Hybrid conditional planning extends conditional planning by integrating feasibility checks into executability conditions of actions. We introduce a parallel offline algorithm, called HCPlan, for computing hybrid conditional plans. HCPlan relies on modeling deterministic effects of actuation actions and non-deterministic effects of sensing actions in the causality-based action language (Formula presented.). Branches of a hybrid conditional plan are computed in parallel using a SAT solver, where continuous feasibility checks are performed as needed. We develop a comprehensive benchmark suite and introduce new evaluation metrics for hybrid conditional planning. We evaluate HCPlan with extensive experiments in terms of computational efficiency and plan quality. We perform experiments to compare HCPlan with other related conditional planners and approaches to deal with contingencies due to incomplete knowledge. We further demonstrate the applicability and usefulness of HCPlan in service robotics applications, through dynamic simulations and physical implementations. © The Author(s) 2020."
"Fully automatic data collection for neuro-symbolic task planning for mobile robot navigation","10.1109/SMC52423.2021.9658822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124253948&doi=10.1109%2FSMC52423.2021.9658822&partnerID=40&md5=184b6b5eea522845df53d1ed45a6bf07","In this paper, we present an automatic collection method of image data for neuro-symbolic task planning for robot navigation. Collecting images for robot task planning would often be overwhelmed by laborious chores to operate the robot, change the environment, and repeatedly capture quality-assured images. We propose a method using a robotic simulator to perform a series of repetitive processes for data collection automatically. It generates (i) a random instance of the navigation problem, (ii) a simulation environment that depicts the instance, (iii) a planning problem instance described in a classical planning language, (iv) a task plan that solves the planning problem, (v) control inputs for the robot to execute the task plan, and (vi) a sequence of cropped images capturing the evolving states of the robot and the world while the robot performs the plan. We use one of the state-of-the-art neuro-symbolic planning models to validate our method. From the evaluation, the model achieves at most 92.6% of the success rate in generating task plans successfully from only a pair of images showing the initial and the desired state. © 2021 IEEE."
"Dynamic action selection using image schema-based reasoning for robots","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117035116&partnerID=40&md5=6b4cf688c3237fd72c034ab48ceb1544","Dealing with robotic actions in uncertain environments has been demonstrated to be hard. Many classic planning approaches to robotic action make the closed world assumption, rendering them inefficient for everyday household activities, as they function without generalizability to other contexts or the ability to deal with unexpected changes. In contrast, humans robustly execute underspecified instructions in unfamiliar environments. In this paper, we initiate our research program where we propose the use of functional relations in the form of image-schematic micro-theories, formally represented in ISLFOL, to enrich action descriptors with semantic components. It builds on the body of work in embodied cognition showing that human conceptualization of action sequences is founded on abstract patterns learned from physical experiences in the form of spatiotemporal relationships between object, agents and environments. These theories are used to inform action selection mechanisms for behavioral robotics written in EL++ and we argue how these micro-patterns can be applied in a more general way to deal with underspecified action commands and commonsense problem-solving. © 2021 CEUR-WS. All rights reserved."
"UAV remote sensing-based phenotyping to evaluate drought stress in turfgrass","10.13031/aim.202100654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114200390&doi=10.13031%2Faim.202100654&partnerID=40&md5=f3e8e113ba6f928d295366196749993d","Breeding turfgrasses using classical plant breeding methods is a long-term process which requires a breeder to sort through large segregating populations by phenotypically evaluating the plants across multiple environments and over several years. The quality and frequency of phenotypic data collection at a field-scale is currently the bottleneck limiting the efficiency and accuracy of classical phenotype-based breeding. The use of unmanned aerial vehicle (UAV) remote sensing has proven to be viable method to collect geospatial data rapidly and at fine spatial and high temporal scales in major agricultural crops. In this study, UAV remote sensing and machine learning algorithms were utlilzed to evaluate drought stress on zoysiagrass (Zoysia spp.) breeding nursery planted in 2017. Selections of the top 2% best-performing hybrids under drought stress were made using visual parameters (turfgrass quality under normal and drydown conditions) as well as UAV-derived NDVI (normalized difference vegetation index). The results suggest an agreement between the conventional selection methods and proposed UAV phenotyping approaches. © ASABE 2021 Annual International Meeting"
"Towards Explainable Visionary Agents: License to Dare and Imagine","10.1007/978-3-030-82017-6_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113337069&doi=10.1007%2F978-3-030-82017-6_9&partnerID=40&md5=a530422dc76d0918d854ee8f7c4ed628","Since their appearance, computer programs have embodied discipline and structured approaches and methodologies. Yet, to this day, equipping machines with imaginative and creative capabilities remains one of the most challenging and fascinating goals we pursue. Intelligent software agents can behave intelligently in well-defined scenarios, relying on Machine Learning (ML), symbolic reasoning, and the ability of their developers for tailoring smart behaviors to specific application domains. However, to forecast the evolution of all possible scenarios is unfeasible. Thus, intelligent agents should autonomously/creatively adapt to the world’s mutability. This paper investigates the meaning of imagination in the context of cognitive agents. In particular, it addresses techniques and approaches to let agents autonomously imagine/simulate their course of action and generate explanations supporting it, and formalizes thematic challenges. Accordingly, we investigate research areas including: (i) reasoning and automatic theorem proving to synthesize novel knowledge via inference; (ii) automatic planning and simulation, used to speculate over alternative courses of action; (iii) machine learning and data mining, exploited to induce new knowledge from experience; and (iv) biochemical coordination, which keeps imagination dynamic by continuously reorganizing it. © 2021, Springer Nature Switzerland AG."
"Planning with Learned Object Importance in Large Problem Instances using Graph Neural Networks","10.1609/aaai.v35i13.17421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108292900&doi=10.1609%2Faaai.v35i13.17421&partnerID=40&md5=f470e9a9727e7b746ffd931bee7e750e","Real-world planning problems often involve hundreds or even thousands of objects, straining the limits of modern planners. In this work, we address this challenge by learning to predict a small set of objects that, taken together, would be sufficient for finding a plan. We propose a graph neural network architecture for predicting object importance in a single inference pass, thus incurring little overhead while greatly reducing the number of objects that must be considered by the planner. Our approach treats the planner and transition model as black boxes, and can be used with any off-the-shelf planner. Empirically, across classical planning, probabilistic planning, and robotic task and motion planning, we find that our method results in planning that is significantly faster than several baselines, including other partial grounding strategies and lifted planners. We conclude that learning to predict a sufficient set of objects for a planning problem is a simple, powerful, and general mechanism for planning in large instances. Video: https://youtu.be/FWsVJc2fvCE Code: https://git.io/JIsqX. © 2021, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
"A neural-symbolic approach for user mental modeling: A step towards building exchangeable identities","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104644928&partnerID=40&md5=ebd328f3bb3c8773ea5d6d72bb9928eb","Combining symbolic-reasoning and data learning in a unified double-loop learning system can contribute to the emergence of artificial intelligence solutions that are more adaptive to social and behavioural context. This paper presents a hybrid user modeling framework that relies on the integration of machine learning and reasoning methods equipped with formally represented domain knowledge. We find that this approach contributes to the design of context-aware systems that require less data, manage bias better, provide better transparency and can handle data sparsity more effectively. We present the impact of our work in different social domains from building trusted digital surrogates to decentralization of social recommendation services. Our approach can construct software agents from identity and expertise of users and allows such entities to become more digitally portable. Our approach also contributes to the emergence of expertise sharing paradigms that are less prone to biases and more privacy preserving. The paper uses these domain applications to validate the scalability and versatility of our approach augmented with principles of open and transparent algorithms. © 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0). CEUR Workshop Proceedings (CEUR-WS.org)"
"A knowledge-intensive adaptive business process management framework","10.1016/j.is.2020.101639","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091035439&doi=10.1016%2Fj.is.2020.101639&partnerID=40&md5=573aa6cf8c2147f416be424a70ce5a7e","Business process management has been the driving force of optimization and operational efficiency for companies until now, but the digitalization era we have been experiencing requires businesses to be agile and responsive as well. In order to be a part of this digital transformation, delivering new levels of automation-fueled agility through digitalization of BPM itself is required. However, the automation of BPM cannot be achieved by solely focusing on process space and classical planning techniques. It requires a holistic approach that also captures the social aspects of the business environment, such as corporate strategies, organization policies, negotiations, and cooperation. For this purpose, we combine BPM, knowledge-intensive systems and intelligent agent technologies, and yield one consolidated intelligent business process management framework, namely agileBPM, that governs the entire BPM life-cycle. Accordingly, agileBPM proposes a modeling methodology to semantically capture the business interests, enterprise environment and process space in accordance with the agent-oriented software engineering paradigm. The proposed agent-based process execution environment provides cognitive capabilities (such as goal-driven planning, norm compliance, knowledge-driven actions, and dynamic cooperation) on top of the developed business models to support knowledge workers’ multi-criteria decision making tasks. The context awareness and exception handling capabilities of the proposed approach have been presented with experimental studies. Through comparative evaluations, it is shown that agileBPM is the most comprehensive knowledge-intensive process management solution. © 2020"
"An automated planning model for hri: Use cases on social assistive robotics","10.3390/s20226520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096032575&doi=10.3390%2Fs20226520&partnerID=40&md5=cd35ef83bc473ba66d5ca03c6b0d7bd5","Using Automated Planning for the high level control of robotic architectures is becoming very popular thanks mainly to its capability to define the tasks to perform in a declarative way. However, classical planning tasks, even in its basic standard Planning Domain Definition Language (PDDL) format, are still very hard to formalize for non expert engineers when the use case to model is complex. Human Robot Interaction (HRI) is one of those complex environments. This manuscript describes the rationale followed to design a planning model able to control social autonomous robots interacting with humans. It is the result of the authors’ experience in modeling use cases for Social Assistive Robotics (SAR) in two areas related to healthcare: Comprehensive Geriatric Assessment (CGA) and non-contact rehabilitation therapies for patients with physical impairments. In this work a general definition of these two use cases in a unique planning domain is proposed, which favors the management and integration with the software robotic architecture, as well as the addition of new use cases. Results show that the model is able to capture all the relevant aspects of the Human-Robot interaction in those scenarios, allowing the robot to autonomously perform the tasks by using a standard planning-execution architecture. © 2020 by the authors. Licensee MDPI, Basel, Switzerland."
"Task-Oriented Multi-Modal Question Answering for Collaborative Applications","10.1109/ICIP40778.2020.9190659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098645383&doi=10.1109%2FICIP40778.2020.9190659&partnerID=40&md5=ff14a2cae7876e24e7ed8b2f33167164","Cobots that can work in human workspaces and adapt to human need to understand and respond to human's inquiry and instruction. In this paper, we propose new question answering (QA) task and dataset for human-robot collaboration on task-oriented operation, i.e., task-oriented collaborative QA (TCQA). Differing from conventional video QA for answering questions about what happened in video clips constrained by scripts and subtitles, TC-QA aims to share common ground for task-oriented operation through question answering. We propose an open-end (OE) format of answer with text reply, image with annotated related objects, and video with operation duration to guide operation execution. Designed for grounding, the TC-QA dataset comprises query videos and questions to seek acknowledgement, correction, attention to task-related objects, and information on objects or operation. Due to the flexibility of real-world task with limited training sample, we propose and evaluate a baseline method based on a hybrid approach. The hybrid approach employs deep learning methods for object detection, hand detection and gesture recognition, and symbolic reasoning to ground question on observation for providing the answer. Our experiments show that the hybrid method is effective for the TC-QA task. © 2020 IEEE."
"Manipulation Planning Using Object-Centered Predicates and Hierarchical Decomposition of Contextual Actions","10.1109/LRA.2020.3009063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089894881&doi=10.1109%2FLRA.2020.3009063&partnerID=40&md5=ecf002289a92505a6ec7fb5b435d4360","Current approaches combining task and motion planning require intensive geometric and symbolic reasoning to find feasible motions for task execution. The poor expressiveness of task planning domains for characterizing geometric changes with actions and the difficulties faced by current approaches to efficiently identify motion dependencies for plan execution produce expensive callings to motion planning on unfeasible actions and intensive reasoning to find realizable plans. In this work we combine two recent approaches to address these problems. Task planning is carried out using an object-centered description of geometric relations that consistently characterizes changes in the object configuration space. Plan execution is implemented using a symbol to motion hierarchical decomposition that depends on consecutive actions in the plan, rather than on single actions, which permits considering motion dependencies across plan actions for a successful execution. © 2016 IEEE."
"Neuro-Symbolic Program Search for Autonomous Driving Decision Module Design","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102734355&partnerID=40&md5=a56e386eade3ceb74449d459b2343229","As a promising topic in cognitive robotics, neuro-symbolic modeling integrates symbolic reasoning and neural representation altogether. However, previous neuro-symbolic models usually wire their structures and the connections manually, making the underlying parameters sub-optimal. In this work, we propose the Neuro-Symbolic Program Search (NSPS) to improve the autonomous driving system design. NSPS is a novel automated search method that synthesizes the Neuro-Symbolic Programs. It can produce robust and expressive Neuro-Symbolic Programs and automatically tune the hyper-parameters. We validate NSPS in the CARLA driving simulation environment. The resulting Neuro-Symbolic Decision Programs successfully handle multiple traffic scenarios. Compared with previous neural-network-based driving and rule-based methods, our neuro-symbolic driving pipeline achieves more stable and safer behaviors in complex driving scenarios while maintaining an interpretable symbolic decision-making process. © 2020 Proceedings of Machine Learning Research. All rights reserved."
"A Software Architecture for Service Robots Manipulating Objects in Human Environments","10.1109/ACCESS.2020.3003991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090248501&doi=10.1109%2FACCESS.2020.3003991&partnerID=40&md5=51d3476cb41acf71516d006a07e40be7","This paper presents a software architecture for robots providing manipulation services autonomously in human environments. In an unstructured human environment, a service robot often needs to perform tasks even without human intervention and prior knowledge about tasks and environments. For autonomous execution of tasks, varied processes are necessary such as perceiving environments, representing knowledge, reasoning with the knowledge, and planning for task and motion. While developing each of the processes is important, integrating them into a working system for deployment is also important as a robotic system can bring tangible outcomes when it works in real world. However, such an architecture has been rarely realized in the literature owing to the difficulties of a full integration, deployment, understanding high-level goals without human interventions. In this work, we suggest a software architecture that integrates the components necessary to perform tasks by a real robot without human intervention. We show our architecture composed of deep learning based perception, symbolic reasoning, AI task planning, and geometric motion planning. We implement a deep neural network that produces information about the environment, which are then stored in a knowledge base. We implement a reasoner that processes the knowledge to use the result for task planning. We show our implementation of the symbolic task planner that generates a sequence of motion predicates. We implement an interface that computes geometric information necessary for motion planning to execute the symbolic task plans. We describe the deployment of the architecture through the result of lab tests and a public demonstration. The architecture is developed based on Robot Operating System (ROS) so compatible with any robot that is capable of object manipulation and mobile navigation running in ROS. We deploy the architecture to two different robot platforms to show the compatibility. © 2013 IEEE."
"Semantic visual recognition in a cognitive architecture for social robots","10.3233/ICA-200624","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085245167&doi=10.3233%2FICA-200624&partnerID=40&md5=4407598e8042a118381fa768f01e9b34","Cognitive architectures allow robots to perform their operations by drawing on a process that aims to simulate human reasoning. This paper presents an integrated semantic artificial memory system in cognitive architecture based on symbolic reasoning and a connective representation of the knowledge. This memory system attempts to simulate how humans learn to distinguish instances of particular objects within their class using a convolutional network to detect the relevant elements of an image. We use a vector with the extracted features to learn to discriminate an instance of another element from the same class. A novel feature of our approach is its autonomous learning process during the operation of the robot, integrating a deep learning embedding with a statistical classifier. The usefulness and robustness of this method are demonstrated by applying it to a social robot that learns to differentiate people. Finally, experiments are carried out to validate our approach, comparing the detection results with several alternative methods. © 2020 - IOS Press and the authors. All rights reserved."
